origin;destination;num_orders
SAN GIOVANNI IN CROCE;CENTRO FUMETTO A. PAZIENZA;13
VAILATE;RIVOLTA D'ADDA;13
DOVERA;VESCOVATO;13
BRESCIA;CORTE DE' FRATI;13
IZANO;PANDINO;13
DOVERA;PIADENA DRIZZONA;13
MONTODINE;RIPALTA CREMASCA;13
CASTELVERDE;CASALMAGGIORE;13
MONTODINE;SORESINA;13
BONEMERSE;SORESINA;13
SOSPIRO;CREMONA - CDA;13
TRESCORE CREMASCO;CENTRO FUMETTO A. PAZIENZA;13
DOVERA;CAPRALBA;13
FIESCO;FIESCO;13
SORESINA;DOVERA;13
SAN GIOVANNI IN CROCE;SERGNANO;13
SOLAROLO RAINERIO;CENTRO FUMETTO A. PAZIENZA;13
SOSPIRO;MONTE CREMASCO;13
Agnadello;ISOLA DOVARESE;13
GADESCO PIEVE DELMONA;CASALBUTTANO;12
PIADENA DRIZZONA;CREMONA. LA PICCOLA BIBLIOTECA;12
SORESINA;GUSSOLA;12
CASTELLEONE;GRONTARDO;12
OFFANENGO;GRUMELLO CREMONESE;12
SONCINO;SOLAROLO RAINERIO;12
UNIONE MUNICIPIA;Agnadello;12
ISOLA DOVARESE;RIPALTA CREMASCA;12
RICENGO;SPINO D'ADDA;12
GRONTARDO;GRONTARDO;12
DOVERA;TRESCORE CREMASCO;12
SOSPIRO;MONTODINE;12
VAILATE;PERSICO DOSIMO;12
MARTIGNANA DI PO;TRESCORE CREMASCO;12
PESCAROLO ED UNITI;ROMANENGO;12
CENTRO FUMETTO A. PAZIENZA;PESCAROLO ED UNITI;12
PIZZIGHETTONE;VAIANO CREMASCO;12
GUSSOLA;CASTELLEONE;12
GRONTARDO;RICENGO;12
PALAZZO PIGNANO;CAPERGNANICA;12
ROMANENGO;PESCAROLO ED UNITI;12
CAPERGNANICA;Agnadello;12
TRIGOLO;RIPALTA CREMASCA;12
SPINO D'ADDA;BONEMERSE;12
PESCAROLO ED UNITI;VAIANO CREMASCO;12
CASALMAGGIORE;GRONTARDO;12
UNIONE MUNICIPIA;ISOLA DOVARESE;12
BONEMERSE;OFFANENGO;12
CAPRALBA;ROMANENGO;12
VAIANO CREMASCO;CAPRALBA;12
MONTE CREMASCO;RICENGO;12
SOSPIRO;SERGNANO;12
VAILATE;PIANENGO;12
PIZZIGHETTONE;CAPERGNANICA;12
PALAZZO PIGNANO;SOLAROLO RAINERIO;12
PALAZZO PIGNANO;CAPRALBA;12
MARTIGNANA DI PO;CINGIA DE' BOTTI;12
RIPALTA CREMASCA;CASTELLEONE;12
MARTIGNANA DI PO;RIVOLTA D'ADDA;12
CASALMAGGIORE;TRIGOLO;12
VAIANO CREMASCO;MADIGNANO;12
CINGIA DE' BOTTI;DOVERA;12
GUSSOLA;RIPALTA CREMASCA;12
CASALMAGGIORE;SESTO ED UNITI;12
TRIGOLO;PANDINO;12
ROMANENGO;RICENGO;12
FIESCO;SOSPIRO;12
MADIGNANO;VAIANO CREMASCO;12
FIESCO;RIVOLTA D'ADDA;12
TRIGOLO;PESCAROLO ED UNITI;12
CAPERGNANICA;PESCAROLO ED UNITI;12
SOSPIRO;SPINO D'ADDA;12
PERSICO DOSIMO;ISOLA DOVARESE;12
ISOLA DOVARESE;MONTE CREMASCO;12
CORTE DE' FRATI;BRESCIA;12
CINGIA DE' BOTTI;RIVOLTA D'ADDA;12
SONCINO;UNIONE MUNICIPIA;12
GUSSOLA;PERSICO DOSIMO;12
RICENGO;TRESCORE CREMASCO;12
CREMA;GRUMELLO CREMONESE;12
FIESCO;MONTE CREMASCO;12
BRESCIA;PADERNO PONCHIELLI;12
SORESINA;VAIANO CREMASCO;12
CENTRO FUMETTO A. PAZIENZA;SONCINO;12
SOSPIRO;RICENGO;12
DOVERA;BAGNOLO CREMASCO;12
ROMANENGO;PIANENGO;12
OSTIANO;MADIGNANO;12
SORESINA;UNIONE MUNICIPIA;12
PERSICO DOSIMO;RIVOLTA D'ADDA;12
GUSSOLA;Agnadello;12
CASTELVERDE;CASTELLEONE;12
CREMA;RIVAROLO DEL RE;12
VAILATE;SPINO D'ADDA;12
PIZZIGHETTONE;TRIGOLO;12
RICENGO;MONTODINE;12
PIANENGO;PALAZZO PIGNANO;11
ISOLA DOVARESE;RIVOLTA D'ADDA;11
SORESINA;CINGIA DE' BOTTI;11
TRIGOLO;PIADENA DRIZZONA;11
BAGNOLO CREMASCO;RIVAROLO DEL RE;11
TRESCORE CREMASCO;ISOLA DOVARESE;11
Agnadello;FIESCO;11
MONTODINE;SOSPIRO;11
PERSICO DOSIMO;BAGNOLO CREMASCO;11
GUSSOLA;PIADENA DRIZZONA;11
OSTIANO;SORESINA;11
SPINO D'ADDA;PIZZIGHETTONE;11
MARTIGNANA DI PO;RICENGO;11
VESCOVATO;PALAZZO PIGNANO;11
TRIGOLO;MONTODINE;11
ROMANENGO;PERSICO DOSIMO;11
GUSSOLA;VAIANO CREMASCO;11
UNIONE MUNICIPIA;MONTE CREMASCO;11
GRONTARDO;ISOLA DOVARESE;11
Agnadello;CREMONA - CDA;11
VESCOVATO;SERGNANO;11
GUSSOLA;MARTIGNANA DI PO;11
VESCOVATO;DOVERA;11
TRIGOLO;SOSPIRO;11
GUSSOLA;CREMONA - CDA;11
CASALBUTTANO;MONTE CREMASCO;11
DOVERA;SAN GIOVANNI IN CROCE;11
CASTELLEONE;IZANO;11
FIESCO;RICENGO;11
GADESCO PIEVE DELMONA;CAPERGNANICA;11
MARTIGNANA DI PO;PIANENGO;11
GRONTARDO;PIANENGO;11
MARTIGNANA DI PO;PIADENA DRIZZONA;11
DOVERA;VAIANO CREMASCO;11
CINGIA DE' BOTTI;PIANENGO;11
PIANENGO;BONEMERSE;11
SORESINA;SOLAROLO RAINERIO;11
MADIGNANO;ISOLA DOVARESE;11
MARTIGNANA DI PO;DOVERA;11
VAILATE;ISOLA DOVARESE;11
PALAZZO PIGNANO;UNIONE MUNICIPIA;11
SORESINA;ISOLA DOVARESE;11
CASALMAGGIORE;RIVAROLO DEL RE;11
CASTELLEONE;RIVAROLO DEL RE;11
OSTIANO;CREMONA - CDA;11
PIZZIGHETTONE;CINGIA DE' BOTTI;11
MONTE CREMASCO;PIANENGO;11
Agnadello;PESCAROLO ED UNITI;11
PIZZIGHETTONE;DOVERA;11
SORESINA;ROMANENGO;11
PANDINO;SOLAROLO RAINERIO;11
TRESCORE CREMASCO;MONTE CREMASCO;11
RICENGO;BAGNOLO CREMASCO;11
PESCAROLO ED UNITI;CAPERGNANICA;11
CREMA;MARTIGNANA DI PO;11
RICENGO;PESCAROLO ED UNITI;11
BAGNOLO CREMASCO;GRUMELLO CREMONESE;11
VAILATE;MADIGNANO;11
CASALBUTTANO;SORESINA;11
PALAZZO PIGNANO;TRIGOLO;11
OSTIANO;CASTELLEONE;11
CAPERGNANICA;MONTODINE;11
CASALETTO VAPRIO;CASALETTO VAPRIO;11
PERSICO DOSIMO;BONEMERSE;11
SOSPIRO;CASTELLEONE;11
CASTELVERDE;PANDINO;11
TRESCORE CREMASCO;BAGNOLO CREMASCO;11
OSTIANO;ISOLA DOVARESE;11
PALAZZO PIGNANO;VAIANO CREMASCO;11
CASTELLEONE;CASALE CREMASCO VIDOLASCO;11
SPINO D'ADDA;GRONTARDO;11
CREMA;CASTELVERDE;11
GRUMELLO CREMONESE;GRUMELLO CREMONESE;11
OSTIANO;Agnadello;11
PALAZZO PIGNANO;CINGIA DE' BOTTI;11
CASTELLEONE;CASTELVERDE;11
SONCINO;FIESCO;11
CREMONA - CDA;RIVOLTA D'ADDA;11
UNIONE MUNICIPIA;SOLAROLO RAINERIO;11
PIANENGO;UNIONE MUNICIPIA;10
PIANENGO;ROMANENGO;10
MONTE CREMASCO;Agnadello;10
OSTIANO;RIPALTA CREMASCA;10
PANDINO;CAMISANO;10
MADIGNANO;CINGIA DE' BOTTI;10
GUSSOLA;UNIONE MUNICIPIA;10
DOVERA;CINGIA DE' BOTTI;10
MONTE CREMASCO;SPINO D'ADDA;10
SAN GIOVANNI IN CROCE;PALAZZO PIGNANO;10
PIANENGO;PIADENA DRIZZONA;10
UNIONE MUNICIPIA;CAPRALBA;10
MARTIGNANA DI PO;CAPERGNANICA;10
PANDINO;CENTRO FUMETTO A. PAZIENZA;10
GADESCO PIEVE DELMONA;VAIANO CREMASCO;10
PESCAROLO ED UNITI;FIESCO;10
CREMONA - CDA;SORESINA;10
MONTODINE;SONCINO;10
RIPALTA CREMASCA;SOSPIRO;10
RICENGO;SOLAROLO RAINERIO;10
RIVOLTA D'ADDA;GRONTARDO;10
SERGNANO;CASTELVERDE;10
BAGNOLO CREMASCO;CAMISANO;10
VAIANO CREMASCO;CREMONA - CDA;10
VAILATE;VAIANO CREMASCO;10
PIADENA DRIZZONA;TRIGOLO;10
UNIONE MUNICIPIA;CASALMAGGIORE;10
PALAZZO PIGNANO;VESCOVATO;10
PIANENGO;CAPERGNANICA;10
PANDINO;BONEMERSE;10
PIADENA DRIZZONA;CASTELVERDE;10
MONTE CREMASCO;PALAZZO PIGNANO;10
GUSSOLA;CASALMAGGIORE;10
GADESCO PIEVE DELMONA;CENTRO FUMETTO A. PAZIENZA;10
CINGIA DE' BOTTI;CAPRALBA;10
RICENGO;PIADENA DRIZZONA;10
PIZZIGHETTONE;ROMANENGO;10
GRUMELLO CREMONESE;MADIGNANO;10
SERGNANO;TRIGOLO;10
RICENGO;SAN GIOVANNI IN CROCE;10
SOLAROLO RAINERIO;VAIANO CREMASCO;10
OFFANENGO;Cremona - Manin (scolastica);10
FIESCO;PERSICO DOSIMO;10
MONTODINE;PANDINO;10
MARTIGNANA DI PO;ROMANENGO;10
CASALBUTTANO;CASALBUTTANO;10
SORESINA;CAPERGNANICA;10
VAIANO CREMASCO;RIPALTA CREMASCA;10
UNIONE MUNICIPIA;CREMONA - CDA;10
DOVERA;SOLAROLO RAINERIO;10
CASALBUTTANO;PANDINO;10
CREMA;GENIVOLTA;10
CINGIA DE' BOTTI;BAGNOLO CREMASCO;10
Agnadello;CENTRO FUMETTO A. PAZIENZA;10
CAPRALBA;PIADENA DRIZZONA;10
CASTELVERDE;ISOLA DOVARESE;10
SAN GIOVANNI IN CROCE;CREMONA. LA PICCOLA BIBLIOTECA;10
SOSPIRO;BAGNOLO CREMASCO;10
VAILATE;SAN GIOVANNI IN CROCE;10
FIESCO;VESCOVATO;10
RIPALTA CREMASCA;PERSICO DOSIMO;10
MADIGNANO;UNIONE MUNICIPIA;10
PERSICO DOSIMO;MONTODINE;10
MONTE CREMASCO;CAPRALBA;10
BAGNOLO CREMASCO;Cremona - Manin (scolastica);10
SONCINO;PIZZIGHETTONE;10
PERSICO DOSIMO;CINGIA DE' BOTTI;10
SORESINA;PALAZZO PIGNANO;10
Agnadello;SERGNANO;10
CREMA;IZANO;10
TRESCORE CREMASCO;SAN GIOVANNI IN CROCE;10
VESCOVATO;UNIONE MUNICIPIA;10
IZANO;MONTE CREMASCO;10
CORTE DE' FRATI;CREMA;10
UNIONE MUNICIPIA;SPINO D'ADDA;10
CAPRALBA;TRESCORE CREMASCO;10
GRONTARDO;PERSICO DOSIMO;10
ROMANENGO;CASALMAGGIORE;10
CINGIA DE' BOTTI;CREMONA - CDA;10
UNIONE MUNICIPIA;VAIANO CREMASCO;9
MARTIGNANA DI PO;VESCOVATO;9
DOVERA;PIZZIGHETTONE;9
GUSSOLA;RIVOLTA D'ADDA;9
RIPALTA CREMASCA;SORESINA;9
IZANO;SORESINA;9
SORESINA;VESCOVATO;9
SAN GIOVANNI IN CROCE;CAPERGNANICA;9
PIZZIGHETTONE;CENTRO FUMETTO A. PAZIENZA;9
MARTIGNANA DI PO;BAGNOLO CREMASCO;9
CINGIA DE' BOTTI;Agnadello;9
GUSSOLA;SPINO D'ADDA;9
Cremona - Manin (scolastica);BRESCIA;9
CASALMAGGIORE;CALVATONE;9
PESCAROLO ED UNITI;TRIGOLO;9
ROMANENGO;CAPRALBA;9
VAIANO CREMASCO;PIANENGO;9
BONEMERSE;PERSICO DOSIMO;9
CAPERGNANICA;ROMANENGO;9
RICENGO;PIANENGO;9
PIANENGO;CASALMAGGIORE;9
RIVOLTA D'ADDA;IZANO;9
PIADENA DRIZZONA;GRUMELLO CREMONESE;9
SOSPIRO;PIADENA DRIZZONA;9
CINGIA DE' BOTTI;PESCAROLO ED UNITI;9
VAILATE;VESCOVATO;9
CREMONA. LA PICCOLA BIBLIOTECA;PESCAROLO ED UNITI;9
CREMOSANO;CREMA;9
CAPRALBA;BONEMERSE;9
MADIGNANO;GUSSOLA;9
UNIONE MUNICIPIA;DOVERA;9
VAILATE;DOVERA;9
GADESCO PIEVE DELMONA;TRIGOLO;9
PESCAROLO ED UNITI;PALAZZO PIGNANO;9
SOLAROLO RAINERIO;GUSSOLA;9
Agnadello;CASALMAGGIORE;9
ISOLA DOVARESE;SOSPIRO;9
MONTE CREMASCO;MONTODINE;9
CAPERGNANICA;FIESCO;9
RIPALTA CREMASCA;MADIGNANO;9
GUSSOLA;CAPRALBA;9
FIESCO;SPINO D'ADDA;9
SOSPIRO;PERSICO DOSIMO;9
UNIONE MUNICIPIA;CAPERGNANICA;9
TRIGOLO;PERSICO DOSIMO;9
GUSSOLA;PESCAROLO ED UNITI;9
CAPRALBA;CENTRO FUMETTO A. PAZIENZA;9
GRUMELLO CREMONESE;PANDINO;9
MONTE CREMASCO;RIVOLTA D'ADDA;9
RIPALTA CREMASCA;SAN GIOVANNI IN CROCE;9
GENIVOLTA;CREMA;9
ISOLA DOVARESE;TRESCORE CREMASCO;9
SONCINO;VESCOVATO;9
PESCAROLO ED UNITI;CENTRO FUMETTO A. PAZIENZA;9
VAILATE;PIADENA DRIZZONA;9
FIESCO;PIANENGO;9
CASALMAGGIORE;GADESCO PIEVE DELMONA;9
CAPRALBA;UNIONE MUNICIPIA;9
BONEMERSE;PESCAROLO ED UNITI;9
ROMANENGO;TRESCORE CREMASCO;9
CINGIA DE' BOTTI;TRESCORE CREMASCO;9
DOVERA;CENTRO FUMETTO A. PAZIENZA;9
GUSSOLA;VESCOVATO;9
GUSSOLA;BAGNOLO CREMASCO;9
TRESCORE CREMASCO;PIADENA DRIZZONA;9
CINGIA DE' BOTTI;MONTODINE;9
GRONTARDO;PIADENA DRIZZONA;9
VESCOVATO;GRONTARDO;9
UNIONE MUNICIPIA;MARTIGNANA DI PO;9
VAILATE;CREMONA - CDA;9
DOVERA;BONEMERSE;9
SOSPIRO;ISOLA DOVARESE;9
GUSSOLA;SOSPIRO;9
PIANENGO;VAIANO CREMASCO;9
TRIGOLO;BONEMERSE;9
IZANO;SONCINO;9
ROMANENGO;DOVERA;9
ROMANENGO;CINGIA DE' BOTTI;9
PESCAROLO ED UNITI;GUSSOLA;9
VAIANO CREMASCO;RICENGO;9
PIZZIGHETTONE;VESCOVATO;9
GADESCO PIEVE DELMONA;GUSSOLA;9
UNIONE MUNICIPIA;VESCOVATO;9
GADESCO PIEVE DELMONA;MARTIGNANA DI PO;9
CINGIA DE' BOTTI;VESCOVATO;9
GADESCO PIEVE DELMONA;PALAZZO PIGNANO;9
RICENGO;CREMONA - CDA;9
PALAZZO PIGNANO;CASALBUTTANO;9
PALAZZO PIGNANO;GRONTARDO;9
ISOLA DOVARESE;SPINO D'ADDA;9
SPINO D'ADDA;ANNICCO;9
Agnadello;PIZZIGHETTONE;9
GRUMELLO CREMONESE;SESTO ED UNITI;9
RIVOLTA D'ADDA;GRUMELLO CREMONESE;9
RICENGO;FIESCO;9
RIVOLTA D'ADDA;RIVAROLO DEL RE;9
Agnadello;GUSSOLA;9
PIZZIGHETTONE;FIESCO;9
GRONTARDO;CAPRALBA;9
MONTE CREMASCO;TRESCORE CREMASCO;9
Agnadello;TRESCORE CREMASCO;9
CASALETTO VAPRIO;OFFANENGO;9
SAN GIOVANNI IN CROCE;VAIANO CREMASCO;9
CASTELVERDE;VESCOVATO;9
PERSICO DOSIMO;PIADENA DRIZZONA;9
PESCAROLO ED UNITI;CASALBUTTANO;9
Agnadello;DOVERA;9
TRESCORE CREMASCO;CAPERGNANICA;9
RICENGO;PIZZIGHETTONE;8
RIPALTA CREMASCA;PALAZZO PIGNANO;8
RIPALTA CREMASCA;BAGNOLO CREMASCO;8
GRUMELLO CREMONESE;SORESINA;8
SERGNANO;ANNICCO;8
BAGNOLO CREMASCO;GRONTARDO;8
TRESCORE CREMASCO;VESCOVATO;8
CREMONA. LA PICCOLA BIBLIOTECA;OFFANENGO;8
IZANO;CASTELLEONE;8
CASTELVERDE;RIVOLTA D'ADDA;8
PERSICO DOSIMO;SOLAROLO RAINERIO;8
OSTIANO;MONTE CREMASCO;8
CAPERGNANICA;BAGNOLO CREMASCO;8
UNIONE MUNICIPIA;GUSSOLA;8
Agnadello;CAPERGNANICA;8
VAILATE;PALAZZO PIGNANO;8
SOSPIRO;CASALMAGGIORE;8
PALAZZO PIGNANO;BONEMERSE;8
BAGNOLO CREMASCO;IZANO;8
CINGIA DE' BOTTI;CAPERGNANICA;8
ISOLA DOVARESE;CINGIA DE' BOTTI;8
GRONTARDO;CINGIA DE' BOTTI;8
CREMONA - CDA;MONTE CREMASCO;8
IZANO;MADIGNANO;8
BONEMERSE;BONEMERSE;8
RIVOLTA D'ADDA;ANNICCO;8
PIZZIGHETTONE;CASALBUTTANO;8
PERSICO DOSIMO;RIPALTA CREMASCA;8
VAIANO CREMASCO;SORESINA;8
PANDINO;VAIANO CREMASCO;8
PIANENGO;GUSSOLA;8
CREMONA. LA PICCOLA BIBLIOTECA;PANDINO;8
PIZZIGHETTONE;CREMONA. LA PICCOLA BIBLIOTECA;8
RIVOLTA D'ADDA;OSTIANO;8
FIESCO;CAPRALBA;8
GRONTARDO;CASALMAGGIORE;8
PALAZZO PIGNANO;ROMANENGO;8
CASTELVERDE;PERSICO DOSIMO;8
PERSICO DOSIMO;Agnadello;8
PIANENGO;CREMONA. LA PICCOLA BIBLIOTECA;8
PIANENGO;SOLAROLO RAINERIO;8
CASTELLEONE;Cremona-M.I.T.O.;8
FIESCO;CAPERGNANICA;8
MONTE CREMASCO;BAGNOLO CREMASCO;8
CAPRALBA;FIESCO;8
RIPALTA CREMASCA;MONTE CREMASCO;8
ROMANENGO;ISOLA DOVARESE;8
GUSSOLA;MONTODINE;8
OFFANENGO;CASTELVERDE;8
OFFANENGO;RIVAROLO DEL RE;8
GRONTARDO;CREMONA - CDA;8
FIESCO;VAIANO CREMASCO;8
PANDINO;ISOLA DOVARESE;8
OSTIANO;PIADENA DRIZZONA;8
SONCINO;CAPRALBA;8
CAPERGNANICA;SERGNANO;8
PALAZZO PIGNANO;GUSSOLA;8
CAPERGNANICA;VAIANO CREMASCO;8
VAIANO CREMASCO;SOSPIRO;8
GRUMELLO CREMONESE;CASTELLEONE;8
VAILATE;CAPRALBA;8
MONTE CREMASCO;CREMONA - CDA;8
CASTELVERDE;PIADENA DRIZZONA;8
RICENGO;SERGNANO;8
SOSPIRO;RIPALTA CREMASCA;8
CASTELLEONE;PADERNO PONCHIELLI;8
ROMANENGO;CASTELLEONE;8
VAIANO CREMASCO;UNIONE MUNICIPIA;8
ISOLA DOVARESE;PERSICO DOSIMO;8
SOSPIRO;RIVOLTA D'ADDA;8
CAPERGNANICA;SPINO D'ADDA;8
ANNICCO;OFFANENGO;8
OSTIANO;PERSICO DOSIMO;8
PIANENGO;ISOLA DOVARESE;8
CASALE CREMASCO VIDOLASCO;OFFANENGO;8
SERGNANO;GADESCO PIEVE DELMONA;8
SESTO ED UNITI;SONCINO;8
VESCOVATO;CAMISANO;8
CASTELVERDE;SOSPIRO;8
TRESCORE CREMASCO;UNIONE MUNICIPIA;8
CASALETTO VAPRIO;MADIGNANO;8
SOSPIRO;CINGIA DE' BOTTI;8
TRIGOLO;CAPRALBA;8
ISOLA DOVARESE;UNIONE MUNICIPIA;8
UFF. BIB. CREMONA;BRESCIA;8
TRESCORE CREMASCO;BONEMERSE;8
CREMONA - CDA;SOSPIRO;8
GUSSOLA;BONEMERSE;8
CAPERGNANICA;GUSSOLA;8
OFFANENGO;Cremona - Anguissola (scolastica);8
DOVERA;CAPERGNANICA;8
CREMONA - CDA;SAN GIOVANNI IN CROCE;8
GRUMELLO CREMONESE;PESCAROLO ED UNITI;8
TRESCORE CREMASCO;MONTODINE;8
MONTODINE;MONTE CREMASCO;8
MARTIGNANA DI PO;ISOLA DOVARESE;8
MONTE CREMASCO;PERSICO DOSIMO;8
MADIGNANO;TRESCORE CREMASCO;8
SOLAROLO RAINERIO;PALAZZO PIGNANO;7
FIESCO;DOVERA;7
CASTELVERDE;PIANENGO;7
SOLAROLO RAINERIO;MARTIGNANA DI PO;7
PESCAROLO ED UNITI;GRONTARDO;7
GUSSOLA;DOVERA;7
GUSSOLA;PIANENGO;7
SORESINA;BONEMERSE;7
CASALETTO VAPRIO;CASTELLEONE;7
GADESCO PIEVE DELMONA;FIESCO;7
ISOLA DOVARESE;MONTODINE;7
VAIANO CREMASCO;RIVOLTA D'ADDA;7
PERSICO DOSIMO;VAIANO CREMASCO;7
OFFANENGO;IZANO;7
GUSSOLA;PALAZZO PIGNANO;7
PERSICO DOSIMO;VESCOVATO;7
MONTE CREMASCO;SAN GIOVANNI IN CROCE;7
ISOLA DOVARESE;BONEMERSE;7
RICENGO;PERSICO DOSIMO;7
SPINO D'ADDA;CREMONA. LA PICCOLA BIBLIOTECA;7
CASTELVERDE;SAN GIOVANNI IN CROCE;7
UNIONE MUNICIPIA;BONEMERSE;7
ROMANENGO;PIZZIGHETTONE;7
CASALE CREMASCO VIDOLASCO;SONCINO;7
MARTIGNANA DI PO;PIZZIGHETTONE;7
CREMONA - CDA;SERGNANO;7
PALAZZO PIGNANO;CASTELVERDE;7
ANNICCO;ANNICCO;7
OSTIANO;BAGNOLO CREMASCO;7
PERSICO DOSIMO;CAPRALBA;7
CAPERGNANICA;CASALMAGGIORE;7
SOLAROLO RAINERIO;TRIGOLO;7
FIESCO;TRESCORE CREMASCO;7
VAILATE;FIESCO;7
CAPRALBA;GUSSOLA;7
CASTELVERDE;SPINO D'ADDA;7
MARTIGNANA DI PO;GADESCO PIEVE DELMONA;7
VAILATE;UNIONE MUNICIPIA;7
VAILATE;BAGNOLO CREMASCO;7
VAILATE;RICENGO;7
GRONTARDO;DOVERA;7
BONEMERSE;SPINO D'ADDA;7
CAPERGNANICA;DOVERA;7
CASTELVERDE;SERGNANO;7
CREMONA - CDA;PANDINO;7
OSTIANO;RIVOLTA D'ADDA;7
SAN GIOVANNI IN CROCE;ANNICCO;7
ISOLA DOVARESE;PIADENA DRIZZONA;7
BONEMERSE;GUSSOLA;7
CINGIA DE' BOTTI;VAIANO CREMASCO;7
ISOLA DOVARESE;MADIGNANO;7
GUSSOLA;SOLAROLO RAINERIO;7
SOSPIRO;SAN GIOVANNI IN CROCE;7
UNIONE MUNICIPIA;CENTRO FUMETTO A. PAZIENZA;7
FIESCO;CENTRO FUMETTO A. PAZIENZA;7
Agnadello;VESCOVATO;7
TRESCORE CREMASCO;SPINO D'ADDA;7
MADIGNANO;PALAZZO PIGNANO;7
MONTE CREMASCO;VAIANO CREMASCO;7
CINGIA DE' BOTTI;ISOLA DOVARESE;7
ROMANENGO;MONTODINE;7
SOLAROLO RAINERIO;RIVAROLO DEL RE;7
CAPERGNANICA;RICENGO;7
CINGIA DE' BOTTI;CASALMAGGIORE;7
CAPERGNANICA;ISOLA DOVARESE;7
UNIONE MUNICIPIA;TRESCORE CREMASCO;7
MONTODINE;CINGIA DE' BOTTI;7
BONEMERSE;PALAZZO PIGNANO;7
SORESINA;RICENGO;7
CINGIA DE' BOTTI;SERGNANO;7
PADERNO PONCHIELLI;BRESCIA;7
BONEMERSE;PIADENA DRIZZONA;7
CAPERGNANICA;TRESCORE CREMASCO;7
IZANO;MONTODINE;7
PANDINO;CASALBUTTANO;7
CENTRO FUMETTO A. PAZIENZA;CAPRALBA;7
CASALBUTTANO;SAN GIOVANNI IN CROCE;7
CREMONA - CDA;MADIGNANO;7
FIESCO;ISOLA DOVARESE;7
CREMONA. LA PICCOLA BIBLIOTECA;BRESCIA;7
OFFANENGO;OSTIANO;7
ISOLA DOVARESE;CASTELLEONE;7
RICENGO;CAPERGNANICA;7
VESCOVATO;CASALBUTTANO;7
OSTIANO;SPINO D'ADDA;7
FIESCO;MADIGNANO;7
PIANENGO;CENTRO FUMETTO A. PAZIENZA;7
SOSPIRO;CAPRALBA;7
MADIGNANO;PIZZIGHETTONE;7
PIZZIGHETTONE;PALAZZO PIGNANO;7
PIANENGO;CINGIA DE' BOTTI;7
FIESCO;PESCAROLO ED UNITI;7
Agnadello;CINGIA DE' BOTTI;7
CASALBUTTANO;SONCINO;7
CAMISANO;CREMA;7
CREMA;CASALE CREMASCO VIDOLASCO;7
CASALETTO VAPRIO;PIANENGO;7
CASTELVERDE;CASTELVERDE;7
FIESCO;Agnadello;7
PERSICO DOSIMO;MONTE CREMASCO;7
RICENGO;CENTRO FUMETTO A. PAZIENZA;7
TRIGOLO;CREMONA - CDA;7
RIPALTA CREMASCA;RIVOLTA D'ADDA;7
CREMA;CORTE DE' FRATI;7
ISOLA DOVARESE;CASALMAGGIORE;7
SESTO ED UNITI;PANDINO;7
MARTIGNANA DI PO;BONEMERSE;7
CASTELVERDE;CREMONA - CDA;7
GRUMELLO CREMONESE;PERSICO DOSIMO;7
ISOLA DOVARESE;PESCAROLO ED UNITI;7
BONEMERSE;CREMONA - CDA;7
UNIONE MUNICIPIA;SERGNANO;7
CENTRO FUMETTO A. PAZIENZA;Cremona - Manin (scolastica);7
GRUMELLO CREMONESE;UNIONE MUNICIPIA;6
SPINO D'ADDA;Cremona - Manin (scolastica);6
ROMANENGO;SAN GIOVANNI IN CROCE;6
BONEMERSE;MONTODINE;6
CASALBUTTANO;PESCAROLO ED UNITI;6
SAN GIOVANNI IN CROCE;TRIGOLO;6
UNIONE MUNICIPIA;PALAZZO PIGNANO;6
IZANO;DOVERA;6
OSTIANO;CAPRALBA;6
PERSICO DOSIMO;PESCAROLO ED UNITI;6
GRONTARDO;MARTIGNANA DI PO;6
GRUMELLO CREMONESE;RIPALTA CREMASCA;6
CASALETTO VAPRIO;BAGNOLO CREMASCO;6
ISOLA DOVARESE;RICENGO;6
CASTELLEONE;CASALETTO VAPRIO;6
GRONTARDO;VAIANO CREMASCO;6
RICENGO;UNIONE MUNICIPIA;6
FIESCO;PIZZIGHETTONE;6
GUSSOLA;TRESCORE CREMASCO;6
SAN DANIELE PO;SAN GIOVANNI IN CROCE;6
GRONTARDO;TRIGOLO;6
MADIGNANO;CENTRO FUMETTO A. PAZIENZA;6
CREMONA - CDA;PIADENA DRIZZONA;6
PANDINO;TRIGOLO;6
SERGNANO;CAMISANO;6
CASALE CREMASCO VIDOLASCO;SORESINA;6
SOSPIRO;PIZZIGHETTONE;6
GRONTARDO;SOLAROLO RAINERIO;6
PERSICO DOSIMO;UNIONE MUNICIPIA;6
Agnadello;ROMANENGO;6
CREMONA. LA PICCOLA BIBLIOTECA;CASTELLEONE;6
VAILATE;SERGNANO;6
SORESINA;CASTELVERDE;6
TRESCORE CREMASCO;CASALMAGGIORE;6
CINGIA DE' BOTTI;GUSSOLA;6
CREMOSANO;BRESCIA;6
SORESINA;GADESCO PIEVE DELMONA;6
CENTRO FUMETTO A. PAZIENZA;CINGIA DE' BOTTI;6
ISOLA DOVARESE;SOLAROLO RAINERIO;6
PADERNO PONCHIELLI;PANDINO;6
RICENGO;DOVERA;6
RICENGO;GUSSOLA;6
CREMA;Cremona - Anguissola (scolastica);6
ISOLA DOVARESE;Agnadello;6
GRONTARDO;PIZZIGHETTONE;6
OFFANENGO;Cremona-M.I.T.O.;6
VAIANO CREMASCO;BAGNOLO CREMASCO;6
