origin;destination;num_orders
RICENGO;VAIANO CREMASCO;6
PIADENA DRIZZONA;IZANO;6
CREMA;CASALETTO VAPRIO;6
CAPRALBA;RIVAROLO DEL RE;6
CAPERGNANICA;CAPRALBA;6
RICENGO;CASALMAGGIORE;6
PIANENGO;IZANO;6
MARTIGNANA DI PO;SOLAROLO RAINERIO;6
CREMONA - CDA;FIESCO;6
CAPRALBA;PALAZZO PIGNANO;6
PERSICO DOSIMO;CENTRO FUMETTO A. PAZIENZA;6
OFFANENGO;CASALE CREMASCO VIDOLASCO;6
SOSPIRO;UNIONE MUNICIPIA;6
Cremona - Anguissola (scolastica);CREMA;6
GRONTARDO;TRESCORE CREMASCO;6
VAIANO CREMASCO;SAN GIOVANNI IN CROCE;6
RIPALTA CREMASCA;SERGNANO;6
SPINO D'ADDA;CAMISANO;6
CASALBUTTANO;Agnadello;6
MONTODINE;RIVOLTA D'ADDA;6
VAIANO CREMASCO;BONEMERSE;6
CINGIA DE' BOTTI;PIADENA DRIZZONA;6
VAIANO CREMASCO;VESCOVATO;6
TRIGOLO;PIANENGO;6
CREMONA - CDA;CAPRALBA;6
BRESCIA;Cremona-A.R.T.E.;6
CASALBUTTANO;BAGNOLO CREMASCO;6
IZANO;SOSPIRO;6
OSTIANO;TRESCORE CREMASCO;6
TRESCORE CREMASCO;TRIGOLO;6
SERGNANO;OSTIANO;6
FIESCO;GUSSOLA;6
FIESCO;RIPALTA CREMASCA;6
BONEMERSE;PIZZIGHETTONE;6
PALAZZO PIGNANO;CENTRO FUMETTO A. PAZIENZA;6
CASALBUTTANO;RIVOLTA D'ADDA;6
RIPALTA CREMASCA;CAPERGNANICA;6
GRUMELLO CREMONESE;BONEMERSE;6
BONEMERSE;RIVOLTA D'ADDA;6
MONTE CREMASCO;SOSPIRO;6
UNIONE MUNICIPIA;GRONTARDO;6
TRESCORE CREMASCO;PESCAROLO ED UNITI;6
CASTELVERDE;BONEMERSE;6
PIZZIGHETTONE;GUSSOLA;6
SORESINA;CREMONA. LA PICCOLA BIBLIOTECA;6
RIPALTA CREMASCA;ISOLA DOVARESE;6
TRESCORE CREMASCO;PIZZIGHETTONE;6
ANNICCO;SORESINA;6
CASALETTO VAPRIO;RIPALTA CREMASCA;6
PALAZZO PIGNANO;ANNICCO;6
ROMANENGO;VESCOVATO;6
MONTODINE;Agnadello;6
SERGNANO;MARTIGNANA DI PO;6
CREMONA - CDA;PERSICO DOSIMO;6
CAPERGNANICA;CINGIA DE' BOTTI;6
FIESCO;PIADENA DRIZZONA;6
PERSICO DOSIMO;CASALBUTTANO;6
SORESINA;TRIGOLO;6
SOLAROLO RAINERIO;FIESCO;6
IZANO;PESCAROLO ED UNITI;6
SOLAROLO RAINERIO;CAMISANO;6
CENTRO FUMETTO A. PAZIENZA;PIADENA DRIZZONA;6
ANNICCO;Agnadello;6
CORTE DE' FRATI;OFFANENGO;6
TRESCORE CREMASCO;GUSSOLA;5
CREMONA - CDA;RIPALTA CREMASCA;5
CAPRALBA;GRONTARDO;5
CAMISANO;OFFANENGO;5
RIVOLTA D'ADDA;CAMISANO;5
BONEMERSE;CENTRO FUMETTO A. PAZIENZA;5
CREMONA. LA PICCOLA BIBLIOTECA;SAN GIOVANNI IN CROCE;5
SERGNANO;CORTE DE' FRATI;5
GRONTARDO;BAGNOLO CREMASCO;5
SAN GIOVANNI IN CROCE;GADESCO PIEVE DELMONA;5
ISOLA DOVARESE;CAPERGNANICA;5
FIESCO;BAGNOLO CREMASCO;5
VAIANO CREMASCO;CAPERGNANICA;5
SAN GIOVANNI IN CROCE;CASALBUTTANO;5
MARTIGNANA DI PO;PALAZZO PIGNANO;5
BONEMERSE;SERGNANO;5
GRONTARDO;BONEMERSE;5
PANDINO;ANNICCO;5
CASALETTO VAPRIO;PANDINO;5
BAGNOLO CREMASCO;MARTIGNANA DI PO;5
IZANO;VESCOVATO;5
MONTE CREMASCO;CINGIA DE' BOTTI;5
UNIONE MUNICIPIA;PIZZIGHETTONE;5
PESCAROLO ED UNITI;Cremona - Manin (scolastica);5
RICENGO;ISOLA DOVARESE;5
OSTIANO;CINGIA DE' BOTTI;5
VAIANO CREMASCO;TRESCORE CREMASCO;5
TRESCORE CREMASCO;IZANO;5
VAIANO CREMASCO;SOLAROLO RAINERIO;5
CAPERGNANICA;CREMONA - CDA;5
GRUMELLO CREMONESE;CINGIA DE' BOTTI;5
SAN GIOVANNI IN CROCE;GRUMELLO CREMONESE;5
BONEMERSE;MADIGNANO;5
VAILATE;TRIGOLO;5
UNIONE MUNICIPIA;ROMANENGO;5
MONTE CREMASCO;SERGNANO;5
MONTE CREMASCO;CAPERGNANICA;5
BAGNOLO CREMASCO;GADESCO PIEVE DELMONA;5
PESCAROLO ED UNITI;ANNICCO;5
VAIANO CREMASCO;CINGIA DE' BOTTI;5
BONEMERSE;RIPALTA CREMASCA;5
SOSPIRO;SOLAROLO RAINERIO;5
CASTELVERDE;RICENGO;5
CENTRO FUMETTO A. PAZIENZA;ISOLA DOVARESE;5
PESCAROLO ED UNITI;GRUMELLO CREMONESE;5
VAIANO CREMASCO;SPINO D'ADDA;5
VAIANO CREMASCO;Agnadello;5
SONCINO;ANNICCO;5
SOLAROLO RAINERIO;CASALBUTTANO;5
GRONTARDO;GUSSOLA;5
CREMONA - CDA;SOLAROLO RAINERIO;5
BRESCIA;CREMOSANO;5
ROMANENGO;CENTRO FUMETTO A. PAZIENZA;5
SONCINO;VAIANO CREMASCO;5
DOVERA;CREMONA. LA PICCOLA BIBLIOTECA;5
CAPRALBA;TRIGOLO;5
SERGNANO;Cremona - Manin (scolastica);5
IZANO;RICENGO;5
CENTRO FUMETTO A. PAZIENZA;SOSPIRO;5
CREMA;SESTO ED UNITI;5
CASTELLEONE;GENIVOLTA;5
VAIANO CREMASCO;PESCAROLO ED UNITI;5
CAPERGNANICA;CASALBUTTANO;5
GUSSOLA;SERGNANO;5
CASALETTO VAPRIO;CAPRALBA;5
RIVOLTA D'ADDA;SESTO ED UNITI;5
CASALETTO VAPRIO;TRESCORE CREMASCO;5
ROMANENGO;VAIANO CREMASCO;5
PIZZIGHETTONE;GRUMELLO CREMONESE;5
VAIANO CREMASCO;PERSICO DOSIMO;5
ISOLA DOVARESE;PIANENGO;5
GRUMELLO CREMONESE;Agnadello;5
PERSICO DOSIMO;RICENGO;5
MONTE CREMASCO;UNIONE MUNICIPIA;5
SPINO D'ADDA;GRUMELLO CREMONESE;5
SOSPIRO;TRESCORE CREMASCO;5
TRIGOLO;RIVOLTA D'ADDA;5
SONCINO;GRONTARDO;5
MADIGNANO;IZANO;5
MONTE CREMASCO;VESCOVATO;5
SOSPIRO;DOVERA;5
SAN GIOVANNI IN CROCE;CAMISANO;5
BONEMERSE;ISOLA DOVARESE;5
FIESCO;TRIGOLO;5
PIZZIGHETTONE;ANNICCO;5
CAPERGNANICA;PIADENA DRIZZONA;5
MONTODINE;MADIGNANO;5
CASALETTO VAPRIO;Agnadello;5
SAN GIOVANNI IN CROCE;Cremona - Anguissola (scolastica);5
SESTO ED UNITI;RIPALTA CREMASCA;5
PALAZZO PIGNANO;MARTIGNANA DI PO;5
CASTELVERDE;PIZZIGHETTONE;5
GRUMELLO CREMONESE;CAPRALBA;5
PALAZZO PIGNANO;GADESCO PIEVE DELMONA;5
PIANENGO;CASTELVERDE;5
FIESCO;CREMONA - CDA;5
GRONTARDO;CORTE DE' FRATI;5
PIADENA DRIZZONA;SESTO ED UNITI;5
ROMANENGO;GUSSOLA;5
PERSICO DOSIMO;SERGNANO;5
ANNICCO;BRESCIA;5
SERGNANO;Cremona-M.I.T.O.;5
GUSSOLA;PIZZIGHETTONE;5
CINGIA DE' BOTTI;GRONTARDO;5
SESTO ED UNITI;CREMONA - CDA;5
ROMANENGO;CAPERGNANICA;5
GADESCO PIEVE DELMONA;CREMONA. LA PICCOLA BIBLIOTECA;5
CINGIA DE' BOTTI;PALAZZO PIGNANO;5
PERSICO DOSIMO;GUSSOLA;5
TRESCORE CREMASCO;CREMONA. LA PICCOLA BIBLIOTECA;5
CASTELVERDE;BAGNOLO CREMASCO;5
GADESCO PIEVE DELMONA;CAMISANO;5
BONEMERSE;SAN GIOVANNI IN CROCE;5
CASTELVERDE;Agnadello;5
ROMANENGO;SOLAROLO RAINERIO;5
CINGIA DE' BOTTI;BONEMERSE;5
MONTE CREMASCO;PESCAROLO ED UNITI;5
RIPALTA CREMASCA;CASALMAGGIORE;5
UFF. BIB. CREMONA;CREMA;5
SONCINO;CASALBUTTANO;5
RIVOLTA D'ADDA;UFF. BIB. CREMONA;5
RIPALTA CREMASCA;SPINO D'ADDA;5
MONTE CREMASCO;CASALMAGGIORE;5
RIVOLTA D'ADDA;Cremona - Anguissola (scolastica);5
RIVOLTA D'ADDA;Cremona-M.I.T.O.;5
SPINO D'ADDA;Cremona-M.I.T.O.;5
MONTE CREMASCO;RIPALTA CREMASCA;5
MADIGNANO;GADESCO PIEVE DELMONA;5
CASTELVERDE;MADIGNANO;5
DOVERA;PALAZZO PIGNANO;5
VESCOVATO;CASTELVERDE;5
CAMISANO;BRESCIA;5
GRONTARDO;VESCOVATO;5
RIPALTA CREMASCA;Agnadello;5
CASTELVERDE;DOVERA;5
MONTODINE;DOVERA;5
CASALE CREMASCO VIDOLASCO;MONTE CREMASCO;5
GRONTARDO;UNIONE MUNICIPIA;5
MONTE CREMASCO;PIADENA DRIZZONA;5
IZANO;PIADENA DRIZZONA;5
CENTRO FUMETTO A. PAZIENZA;CREMONA. LA PICCOLA BIBLIOTECA;5
CASALBUTTANO;RIPALTA CREMASCA;5
OSTIANO;CASALMAGGIORE;5
CAPERGNANICA;VESCOVATO;5
PIANENGO;TRIGOLO;5
CASALBUTTANO;RICENGO;5
MONTODINE;VESCOVATO;5
GENIVOLTA;SONCINO;5
BONEMERSE;TRESCORE CREMASCO;5
CASALMAGGIORE;CREMONA. LA PICCOLA BIBLIOTECA;5
OSTIANO;RICENGO;5
CINGIA DE' BOTTI;RICENGO;5
FIESCO;SAN GIOVANNI IN CROCE;5
CASTELVERDE;PALAZZO PIGNANO;5
CASALE CREMASCO VIDOLASCO;PERSICO DOSIMO;5
SESTO ED UNITI;ISOLA DOVARESE;5
PIZZIGHETTONE;SESTO ED UNITI;5
Cremona - Manin (scolastica);CREMA;5
PALAZZO PIGNANO;CAMISANO;5
VESCOVATO;RIVAROLO DEL RE;5
PANDINO;CREMONA. LA PICCOLA BIBLIOTECA;5
CINGIA DE' BOTTI;ROMANENGO;4
CENTRO FUMETTO A. PAZIENZA;SPINO D'ADDA;4
OSTIANO;CASALBUTTANO;4
RICENGO;BONEMERSE;4
PERSICO DOSIMO;CAPERGNANICA;4
RIPALTA CREMASCA;PIANENGO;4
ROMANENGO;BONEMERSE;4
MARTIGNANA DI PO;CAMISANO;4
CASALETTO VAPRIO;MONTE CREMASCO;4
VAIANO CREMASCO;GUSSOLA;4
CASALETTO VAPRIO;FIESCO;4
OSTIANO;CAPERGNANICA;4
CINGIA DE' BOTTI;TRIGOLO;4
SOSPIRO;MARTIGNANA DI PO;4
VAILATE;CINGIA DE' BOTTI;4
OSTIANO;UNIONE MUNICIPIA;4
SPINO D'ADDA;GADESCO PIEVE DELMONA;4
TRESCORE CREMASCO;SOLAROLO RAINERIO;4
GRUMELLO CREMONESE;CENTRO FUMETTO A. PAZIENZA;4
ANNICCO;RIPALTA CREMASCA;4
GADESCO PIEVE DELMONA;CASTELVERDE;4
SAN DANIELE PO;BRESCIA;4
GRUMELLO CREMONESE;SERGNANO;4
GRUMELLO CREMONESE;MONTODINE;4
VAIANO CREMASCO;SERGNANO;4
OSTIANO;CENTRO FUMETTO A. PAZIENZA;4
VAIANO CREMASCO;DOVERA;4
ROMANENGO;UNIONE MUNICIPIA;4
SESTO ED UNITI;SOSPIRO;4
TRIGOLO;PALAZZO PIGNANO;4
CASALETTO VAPRIO;PERSICO DOSIMO;4
SOLAROLO RAINERIO;GRUMELLO CREMONESE;4
CAPERGNANICA;PIZZIGHETTONE;4
PALAZZO PIGNANO;GRUMELLO CREMONESE;4
MADIGNANO;GRUMELLO CREMONESE;4
MADIGNANO;CREMONA. LA PICCOLA BIBLIOTECA;4
SONCINO;GUSSOLA;4
RIPALTA CREMASCA;CENTRO FUMETTO A. PAZIENZA;4
ISOLA DOVARESE;PIZZIGHETTONE;4
PESCAROLO ED UNITI;GADESCO PIEVE DELMONA;4
DOVERA;ROMANENGO;4
CREMONA - CDA;CINGIA DE' BOTTI;4
GENIVOLTA;OFFANENGO;4
CASALETTO VAPRIO;SORESINA;4
CINGIA DE' BOTTI;CENTRO FUMETTO A. PAZIENZA;4
DOVERA;FIESCO;4
TRESCORE CREMASCO;CASALBUTTANO;4
MADIGNANO;MARTIGNANA DI PO;4
BRESCIA;TORRICELLA DEL PIZZO;4
FIESCO;PALAZZO PIGNANO;4
TRIGOLO;SPINO D'ADDA;4
TRIGOLO;ISOLA DOVARESE;4
PIADENA DRIZZONA;RIVAROLO DEL RE;4
CAMISANO;SONCINO;4
BAGNOLO CREMASCO;Cremona - Anguissola (scolastica);4
IZANO;RIPALTA CREMASCA;4
VESCOVATO;OSTIANO;4
MONTODINE;PESCAROLO ED UNITI;4
CORTE DE' FRATI;SORESINA;4
PADERNO PONCHIELLI;MONTE CREMASCO;4
TRIGOLO;SERGNANO;4
CAPERGNANICA;SAN GIOVANNI IN CROCE;4
PESCAROLO ED UNITI;CAMISANO;4
IZANO;CAPRALBA;4
PALAZZO PIGNANO;CASALETTO VAPRIO;4
VAILATE;PIZZIGHETTONE;4
Cremona-M.I.T.O.;CREMA;4
VESCOVATO;CENTRO FUMETTO A. PAZIENZA;4
ISOLA DOVARESE;VESCOVATO;4
RICENGO;VESCOVATO;4
ISOLA DOVARESE;VAIANO CREMASCO;4
CASALETTO VAPRIO;SPINO D'ADDA;4
GRONTARDO;ROMANENGO;4
MONTODINE;BAGNOLO CREMASCO;4
RIPALTA CREMASCA;FIESCO;4
SESTO ED UNITI;SERGNANO;4
CASALBUTTANO;MONTODINE;4
PIANENGO;PIZZIGHETTONE;4
MADIGNANO;CASALE CREMASCO VIDOLASCO;4
TRIGOLO;FIESCO;4
MONTE CREMASCO;GRONTARDO;4
SONCINO;CREMONA. LA PICCOLA BIBLIOTECA;4
CAPERGNANICA;ANNICCO;4
CASALMAGGIORE;OSTIANO;4
Agnadello;GRONTARDO;4
RICENGO;PALAZZO PIGNANO;4
OSTIANO;DOVERA;4
CASALMAGGIORE;ANNICCO;4
MARTIGNANA DI PO;SERGNANO;4
CASALBUTTANO;MADIGNANO;4
RIVOLTA D'ADDA;PADERNO PONCHIELLI;4
ANNICCO;MADIGNANO;4
VESCOVATO;CREMONA. LA PICCOLA BIBLIOTECA;4
MARTIGNANA DI PO;Cremona - Anguissola (scolastica);4
MONTODINE;CREMONA - CDA;4
MONTODINE;CASTELLEONE;4
TRESCORE CREMASCO;VAIANO CREMASCO;4
SAN GIOVANNI IN CROCE;RIVAROLO DEL RE;4
OSTIANO;VESCOVATO;4
PESCAROLO ED UNITI;CREMONA. LA PICCOLA BIBLIOTECA;4
SOSPIRO;FIESCO;4
BONEMERSE;MONTE CREMASCO;4
PESCAROLO ED UNITI;RIVAROLO DEL RE;4
SAN GIOVANNI IN CROCE;MARTIGNANA DI PO;4
MADIGNANO;ROMANENGO;4
BAGNOLO CREMASCO;CASALE CREMASCO VIDOLASCO;4
MARTIGNANA DI PO;GRONTARDO;4
BONEMERSE;CINGIA DE' BOTTI;4
RIPALTA CREMASCA;CAPRALBA;4
BONEMERSE;Agnadello;4
CREMONA - CDA;ISOLA DOVARESE;4
TRESCORE CREMASCO;DOVERA;4
SOSPIRO;BONEMERSE;4
IZANO;Agnadello;4
MARTIGNANA DI PO;VAIANO CREMASCO;4
PANDINO;GADESCO PIEVE DELMONA;4
CASTELVERDE;SESTO ED UNITI;4
SESTO ED UNITI;PERSICO DOSIMO;4
CREMONA - CDA;CAPERGNANICA;4
GUSSOLA;CREMONA. LA PICCOLA BIBLIOTECA;4
GUSSOLA;ISOLA DOVARESE;4
BONEMERSE;CASTELLEONE;4
MONTE CREMASCO;CASTELVERDE;4
CINGIA DE' BOTTI;FIESCO;4
CAPRALBA;GADESCO PIEVE DELMONA;4
SORESINA;GRONTARDO;4
CASALETTO VAPRIO;VESCOVATO;4
DOVERA;TRIGOLO;4
TRIGOLO;RICENGO;4
VAILATE;SOLAROLO RAINERIO;4
PALAZZO PIGNANO;FIESCO;4
CASALETTO VAPRIO;SONCINO;4
CREMONA - CDA;TRESCORE CREMASCO;4
UNIONE MUNICIPIA;GRUMELLO CREMONESE;4
GRUMELLO CREMONESE;SAN GIOVANNI IN CROCE;4
GUSSOLA;CENTRO FUMETTO A. PAZIENZA;4
CORTE DE' FRATI;GRONTARDO;4
VESCOVATO;FIESCO;4
Agnadello;BONEMERSE;4
CAPERGNANICA;UNIONE MUNICIPIA;4
Agnadello;CASTELVERDE;4
ISOLA DOVARESE;CREMONA - CDA;4
ISOLA DOVARESE;BAGNOLO CREMASCO;4
FIESCO;ROMANENGO;4
VESCOVATO;VAIANO CREMASCO;4
SORESINA;Cremona - Manin (scolastica);4
MONTE CREMASCO;DOVERA;4
MADIGNANO;TRIGOLO;4
SESTO ED UNITI;SESTO ED UNITI;4
PERSICO DOSIMO;TRESCORE CREMASCO;4
GRUMELLO CREMONESE;SOSPIRO;4
OSTIANO;GUSSOLA;4
CASTELVERDE;PESCAROLO ED UNITI;4
SOSPIRO;PESCAROLO ED UNITI;4
SORESINA;GRUMELLO CREMONESE;4
PIADENA DRIZZONA;CAMISANO;4
PIADENA DRIZZONA;Cremona - Manin (scolastica);4
FIESCO;CASALMAGGIORE;4
SESTO ED UNITI;SAN GIOVANNI IN CROCE;4
RIPALTA CREMASCA;PIZZIGHETTONE;4
PERSICO DOSIMO;CASALMAGGIORE;4
CREMONA. LA PICCOLA BIBLIOTECA;CAPRALBA;4
TRIGOLO;BAGNOLO CREMASCO;4
GADESCO PIEVE DELMONA;Cremona - Manin (scolastica);4
VESCOVATO;GADESCO PIEVE DELMONA;4
CASALMAGGIORE;UFF. BIB. CREMONA;4
VAILATE;CASALMAGGIORE;4
CREMONA - CDA;BONEMERSE;4
CASALBUTTANO;GUSSOLA;4
Agnadello;CAMISANO;4
CENTRO FUMETTO A. PAZIENZA;SAN GIOVANNI IN CROCE;4
OFFANENGO;CORTE DE' FRATI;4
RIVOLTA D'ADDA;CASALE CREMASCO VIDOLASCO;4
SPINO D'ADDA;RIVAROLO DEL RE;4
GRONTARDO;CAPERGNANICA;4
VAIANO CREMASCO;CASALMAGGIORE;4
SOLAROLO RAINERIO;GADESCO PIEVE DELMONA;4
MONTE CREMASCO;ISOLA DOVARESE;4
TRESCORE CREMASCO;RICENGO;4
PADERNO PONCHIELLI;OFFANENGO;4
TRIGOLO;DOVERA;4
PANDINO;RIVAROLO DEL RE;4
TRIGOLO;CASALMAGGIORE;4
IZANO;TRESCORE CREMASCO;4
VAIANO CREMASCO;ROMANENGO;4
GADESCO PIEVE DELMONA;SESTO ED UNITI;4
CREMONA - CDA;CASALMAGGIORE;4
CASALETTO VAPRIO;RICENGO;4
SAN DANIELE PO;CREMA;3
ISOLA DOVARESE;DOVERA;3
SAN GIOVANNI IN CROCE;GRONTARDO;3
SOLAROLO RAINERIO;Cremona - Manin (scolastica);3
IZANO;RIVOLTA D'ADDA;3
SERGNANO;GENIVOLTA;3
CASALE CREMASCO VIDOLASCO;BAGNOLO CREMASCO;3
SERGNANO;IZANO;3
GRONTARDO;CASALBUTTANO;3
ANNICCO;VAIANO CREMASCO;3
Agnadello;CREMONA. LA PICCOLA BIBLIOTECA;3
DOVERA;CASALBUTTANO;3
ROMANENGO;BAGNOLO CREMASCO;3
UNIONE MUNICIPIA;OSTIANO;3
ANNICCO;BONEMERSE;3
MADIGNANO;CASALBUTTANO;3
IZANO;PERSICO DOSIMO;3
OSTIANO;SOLAROLO RAINERIO;3
CASALETTO VAPRIO;RIVOLTA D'ADDA;3
CINGIA DE' BOTTI;GRUMELLO CREMONESE;3
RIPALTA CREMASCA;MONTODINE;3
TRESCORE CREMASCO;Cremona - Manin (scolastica);3
BAGNOLO CREMASCO;OSTIANO;3
ROMANENGO;PALAZZO PIGNANO;3
PANDINO;IZANO;3
CREMA;VAILATE;3
GADESCO PIEVE DELMONA;CASALETTO VAPRIO;3
CASALBUTTANO;VAIANO CREMASCO;3
RIPALTA CREMASCA;ROMANENGO;3
TRESCORE CREMASCO;FIESCO;3
RIPALTA CREMASCA;SOLAROLO RAINERIO;3
CREMONA - CDA;Agnadello;3
CENTRO FUMETTO A. PAZIENZA;RICENGO;3
CREMONA. LA PICCOLA BIBLIOTECA;MONTE CREMASCO;3
CREMA;Cremona-M.I.T.O.;3
PIZZIGHETTONE;RIVAROLO DEL RE;3
ANNICCO;CAPRALBA;3
SESTO ED UNITI;CASTELLEONE;3
Agnadello;GADESCO PIEVE DELMONA;3
CREMONA. LA PICCOLA BIBLIOTECA;SOLAROLO RAINERIO;3
SONCINO;Cremona - Manin (scolastica);3
TRESCORE CREMASCO;ROMANENGO;3
ISOLA DOVARESE;CAMISANO;3
CAPERGNANICA;BONEMERSE;3
RIPALTA CREMASCA;RIVAROLO DEL RE;3
GUSSOLA;CAPERGNANICA;3
CASALBUTTANO;CAPERGNANICA;3
CREMONA. LA PICCOLA BIBLIOTECA;RICENGO;3
MONTE CREMASCO;SOLAROLO RAINERIO;3
PIADENA DRIZZONA;OSTIANO;3
CASALBUTTANO;PIADENA DRIZZONA;3
PADERNO PONCHIELLI;PIZZIGHETTONE;3
SPINO D'ADDA;OSTIANO;3
MARTIGNANA DI PO;GUSSOLA;3
GRUMELLO CREMONESE;SOLAROLO RAINERIO;3
ANNICCO;PANDINO;3
Cremona - Manin (scolastica);Cremona - Manin (scolastica);3
PIZZIGHETTONE;GADESCO PIEVE DELMONA;3
ROMANENGO;MARTIGNANA DI PO;3
UNIONE MUNICIPIA;Cremona - Manin (scolastica);3
RIPALTA CREMASCA;CINGIA DE' BOTTI;3
VAILATE;GRUMELLO CREMONESE;3
SESTO ED UNITI;OFFANENGO;3
BONEMERSE;CAPERGNANICA;3
ISOLA DOVARESE;FIESCO;3
CAPERGNANICA;GRONTARDO;3
CAPRALBA;Cremona - Manin (scolastica);3
GRUMELLO CREMONESE;SONCINO;3
PIADENA DRIZZONA;GADESCO PIEVE DELMONA;3
PIANENGO;GRUMELLO CREMONESE;3
TRESCORE CREMASCO;GADESCO PIEVE DELMONA;3
CASTELVERDE;VAIANO CREMASCO;3
PADERNO PONCHIELLI;SORESINA;3
SONCINO;Cremona-M.I.T.O.;3
RIPALTA CREMASCA;UNIONE MUNICIPIA;3
SORESINA;MARTIGNANA DI PO;3
PIADENA DRIZZONA;GRONTARDO;3
CAPERGNANICA;GRUMELLO CREMONESE;3
TRIGOLO;CAPERGNANICA;3
SESTO ED UNITI;TRESCORE CREMASCO;3
ROMANENGO;IZANO;3
MONTE CREMASCO;PIZZIGHETTONE;3
OFFANENGO;SESTO ED UNITI;3
CASALETTO VAPRIO;MONTODINE;3
VAIANO CREMASCO;CREMONA. LA PICCOLA BIBLIOTECA;3
FIESCO;SOLAROLO RAINERIO;3
SOSPIRO;PALAZZO PIGNANO;3
CENTRO FUMETTO A. PAZIENZA;MONTODINE;3
CREMA;OSTIANO;3
CENTRO FUMETTO A. PAZIENZA;PIANENGO;3
FIESCO;CREMONA. LA PICCOLA BIBLIOTECA;3
SOSPIRO;ROMANENGO;3
VAILATE;PESCAROLO ED UNITI;3
VAILATE;CENTRO FUMETTO A. PAZIENZA;3
ANNICCO;CASTELLEONE;3
SERGNANO;CASALE CREMASCO VIDOLASCO;3
TRIGOLO;ROMANENGO;3
ANNICCO;MONTE CREMASCO;3
Agnadello;GRUMELLO CREMONESE;3
CASTELLEONE;OSTIANO;3
RIPALTA CREMASCA;CREMONA - CDA;3
VESCOVATO;Cremona - Manin (scolastica);3
PADERNO PONCHIELLI;Agnadello;3
SESTO ED UNITI;CENTRO FUMETTO A. PAZIENZA;3
UNIONE MUNICIPIA;CREMONA. LA PICCOLA BIBLIOTECA;3
SESTO ED UNITI;RICENGO;3
FIESCO;BONEMERSE;3
ROMANENGO;FIESCO;3
SESTO ED UNITI;UNIONE MUNICIPIA;3
MONTODINE;SPINO D'ADDA;3
IZANO;PIANENGO;3
IZANO;CASALMAGGIORE;3
BONEMERSE;RICENGO;3
CASALE CREMASCO VIDOLASCO;RICENGO;3
IZANO;CREMONA - CDA;3
SESTO ED UNITI;CASALMAGGIORE;3
SESTO ED UNITI;PIZZIGHETTONE;3
CORTE DE' FRATI;PESCAROLO ED UNITI;3
VAILATE;CAMISANO;3
UNIONE MUNICIPIA;CAMISANO;3
TRIGOLO;UNIONE MUNICIPIA;3
GRONTARDO;GADESCO PIEVE DELMONA;3
ISOLA DOVARESE;CAPRALBA;3
CASALE CREMASCO VIDOLASCO;Agnadello;3
PERSICO DOSIMO;SPINO D'ADDA;3
PERSICO DOSIMO;PIZZIGHETTONE;3
SOSPIRO;GUSSOLA;3
CASALETTO VAPRIO;SOSPIRO;3
GADESCO PIEVE DELMONA;GRONTARDO;3
FIESCO;CINGIA DE' BOTTI;3
CAPRALBA;ANNICCO;3
CAPERGNANICA;SOLAROLO RAINERIO;3
PESCAROLO ED UNITI;CASALE CREMASCO VIDOLASCO;3
CASTELVERDE;MONTE CREMASCO;3
CREMONA. LA PICCOLA BIBLIOTECA;MONTODINE;3
VAIANO CREMASCO;ISOLA DOVARESE;3
MONTODINE;ROMANENGO;3
CAPERGNANICA;CASTELVERDE;3
ROMANENGO;CREMONA. LA PICCOLA BIBLIOTECA;3
MONTODINE;FIESCO;3
GENIVOLTA;BRESCIA;3
FIESCO;CASALBUTTANO;3
MONTODINE;CASALBUTTANO;3
SOLAROLO RAINERIO;Cremona - Anguissola (scolastica);3
SAN BASSANO;CREMA;3
CAPERGNANICA;TRIGOLO;3
BONEMERSE;DOVERA;3
CASALETTO VAPRIO;SAN GIOVANNI IN CROCE;3
SESTO ED UNITI;PESCAROLO ED UNITI;3
Agnadello;Cremona - Manin (scolastica);3
Agnadello;ANNICCO;3
OSTIANO;GADESCO PIEVE DELMONA;3
GADESCO PIEVE DELMONA;ANNICCO;3
CREMONA. LA PICCOLA BIBLIOTECA;SORESINA;3
VAIANO CREMASCO;PIADENA DRIZZONA;3
FIESCO;Cremona - Manin (scolastica);3
MONTODINE;SERGNANO;3
CREMOSANO;OFFANENGO;3
PANDINO;GRUMELLO CREMONESE;3
MONTODINE;PIANENGO;3
PADERNO PONCHIELLI;BAGNOLO CREMASCO;3
CASALBUTTANO;CASTELLEONE;3
Agnadello;TRIGOLO;3
TRIGOLO;IZANO;3
UNIONE MUNICIPIA;CASTELVERDE;3
PALAZZO PIGNANO;CREMONA. LA PICCOLA BIBLIOTECA;3
PIADENA DRIZZONA;Cremona - Anguissola (scolastica);3
CORTE DE' FRATI;SONCINO;3
RIVOLTA D'ADDA;CORTE DE' FRATI;3
MONTODINE;PERSICO DOSIMO;3
OSTIANO;VAIANO CREMASCO;3
CASALETTO VAPRIO;UNIONE MUNICIPIA;3
CAPERGNANICA;RIVAROLO DEL RE;3
SOSPIRO;TRIGOLO;3
Cremona - Anguissola (scolastica);CREMONA. LA PICCOLA BIBLIOTECA;3
CREMONA - CDA;RICENGO;3
CASALE CREMASCO VIDOLASCO;CAPERGNANICA;3
RIVOLTA D'ADDA;GENIVOLTA;3
SONCINO;GENIVOLTA;3
SOLAROLO RAINERIO;ANNICCO;3
SOLAROLO RAINERIO;UFF. BIB. CREMONA;3
PIANENGO;Cremona - Manin (scolastica);3
GUSSOLA;FIESCO;3
