;data_richiesta;biblioteca_destinazione
MADIGNANO;2018-05-29;4
MADIGNANO;2018-05-30;1
MADIGNANO;2018-05-31;4
MADIGNANO;2018-06-02;4
MADIGNANO;2018-06-03;1
MADIGNANO;2018-06-04;1
MADIGNANO;2018-06-05;1
MADIGNANO;2018-06-06;4
MADIGNANO;2018-06-07;2
MADIGNANO;2018-06-08;1
MADIGNANO;2018-06-12;2
MADIGNANO;2018-06-13;2
MADIGNANO;2018-06-14;1
MADIGNANO;2018-06-15;1
MADIGNANO;2018-06-19;5
MADIGNANO;2018-06-20;3
MADIGNANO;2018-06-21;1
MADIGNANO;2018-06-22;2
MADIGNANO;2018-06-23;2
MADIGNANO;2018-06-25;1
MADIGNANO;2018-06-26;3
MADIGNANO;2018-06-27;1
MADIGNANO;2018-06-28;1
MADIGNANO;2018-06-29;1
MADIGNANO;2018-06-30;1
MADIGNANO;2018-07-01;1
MADIGNANO;2018-07-03;1
MADIGNANO;2018-07-04;2
MADIGNANO;2018-07-06;5
MADIGNANO;2018-07-07;2
MADIGNANO;2018-07-08;1
MADIGNANO;2018-07-09;2
MADIGNANO;2018-07-11;1
MADIGNANO;2018-07-12;1
MADIGNANO;2018-07-13;1
MADIGNANO;2018-07-14;2
MADIGNANO;2018-07-17;1
MADIGNANO;2018-07-18;3
MADIGNANO;2018-07-19;1
MADIGNANO;2018-07-20;2
MADIGNANO;2018-07-24;5
MADIGNANO;2018-07-25;1
MADIGNANO;2018-07-26;1
MADIGNANO;2018-07-27;1
MADIGNANO;2018-07-28;1
MADIGNANO;2018-07-29;2
MADIGNANO;2018-07-30;2
MADIGNANO;2018-07-31;1
MADIGNANO;2018-08-02;2
MADIGNANO;2018-08-07;1
MADIGNANO;2018-08-10;1
MADIGNANO;2018-08-13;1
MADIGNANO;2018-08-14;1
MADIGNANO;2018-08-20;1
MADIGNANO;2018-08-21;2
MADIGNANO;2018-08-22;2
MADIGNANO;2018-08-23;1
MADIGNANO;2018-08-27;1
MADIGNANO;2018-08-28;5
MADIGNANO;2018-08-29;1
MADIGNANO;2018-08-30;1
MADIGNANO;2018-08-31;4
MADIGNANO;2018-09-01;3
MADIGNANO;2018-09-03;1
MADIGNANO;2018-09-04;2
MADIGNANO;2018-09-05;3
MADIGNANO;2018-09-07;1
MADIGNANO;2018-09-11;3
MADIGNANO;2018-09-14;2
MADIGNANO;2018-09-16;1
MADIGNANO;2018-09-17;2
MADIGNANO;2018-09-20;1
MADIGNANO;2018-09-22;3
MADIGNANO;2018-09-24;4
MADIGNANO;2018-09-25;1
MADIGNANO;2018-09-26;1
MADIGNANO;2018-09-27;2
MADIGNANO;2018-09-29;2
MADIGNANO;2018-10-02;5
MADIGNANO;2018-10-06;2
MADIGNANO;2018-10-07;2
MADIGNANO;2018-10-09;2
MADIGNANO;2018-10-10;1
MADIGNANO;2018-10-12;2
MADIGNANO;2018-10-14;1
MADIGNANO;2018-10-15;2
MADIGNANO;2018-10-17;1
MADIGNANO;2018-10-18;1
MADIGNANO;2018-10-20;2
MADIGNANO;2018-10-23;2
MADIGNANO;2018-10-24;1
MADIGNANO;2018-10-25;1
MADIGNANO;2018-10-26;1
MADIGNANO;2018-10-28;1
MADIGNANO;2018-11-06;3
MADIGNANO;2018-11-08;2
MADIGNANO;2018-11-12;2
MADIGNANO;2018-11-13;3
MADIGNANO;2018-11-15;1
MADIGNANO;2018-11-17;2
MADIGNANO;2018-11-20;1
MADIGNANO;2018-11-22;1
MADIGNANO;2018-11-23;2
MADIGNANO;2018-11-24;1
MADIGNANO;2018-11-27;1
MADIGNANO;2018-11-28;1
MADIGNANO;2018-11-29;1
MADIGNANO;2018-12-01;2
MADIGNANO;2018-12-03;2
MADIGNANO;2018-12-05;2
MADIGNANO;2018-12-11;2
MADIGNANO;2018-12-14;1
MADIGNANO;2018-12-15;2
MADIGNANO;2018-12-18;1
MADIGNANO;2018-12-19;1
MADIGNANO;2018-12-20;1
MADIGNANO;2018-12-29;1
MARTIGNANA DI PO;2016-01-03;2
MARTIGNANA DI PO;2016-01-05;1
MARTIGNANA DI PO;2016-01-07;2
MARTIGNANA DI PO;2016-01-08;3
MARTIGNANA DI PO;2016-01-09;3
MARTIGNANA DI PO;2016-01-10;2
MARTIGNANA DI PO;2016-01-11;2
MARTIGNANA DI PO;2016-01-13;1
MARTIGNANA DI PO;2016-01-14;2
MARTIGNANA DI PO;2016-01-15;2
MARTIGNANA DI PO;2016-01-18;1
MARTIGNANA DI PO;2016-01-19;1
MARTIGNANA DI PO;2016-01-20;2
MARTIGNANA DI PO;2016-01-22;1
MARTIGNANA DI PO;2016-01-23;1
MARTIGNANA DI PO;2016-01-24;1
MARTIGNANA DI PO;2016-01-26;1
MARTIGNANA DI PO;2016-01-27;3
MARTIGNANA DI PO;2016-01-28;1
MARTIGNANA DI PO;2016-01-29;2
MARTIGNANA DI PO;2016-01-30;1
MARTIGNANA DI PO;2016-01-31;3
MARTIGNANA DI PO;2016-02-01;3
MARTIGNANA DI PO;2016-02-02;3
MARTIGNANA DI PO;2016-02-04;1
MARTIGNANA DI PO;2016-02-05;1
MARTIGNANA DI PO;2016-02-06;1
MARTIGNANA DI PO;2016-02-07;1
MARTIGNANA DI PO;2016-02-08;2
MARTIGNANA DI PO;2016-02-09;6
MARTIGNANA DI PO;2016-02-10;2
MARTIGNANA DI PO;2016-02-11;1
MARTIGNANA DI PO;2016-02-12;1
MARTIGNANA DI PO;2016-02-15;3
MARTIGNANA DI PO;2016-02-16;1
MARTIGNANA DI PO;2016-02-18;3
MARTIGNANA DI PO;2016-02-19;3
MARTIGNANA DI PO;2016-02-21;1
MARTIGNANA DI PO;2016-02-22;1
MARTIGNANA DI PO;2016-02-23;1
MARTIGNANA DI PO;2016-02-25;3
MARTIGNANA DI PO;2016-02-26;3
MARTIGNANA DI PO;2016-02-27;1
MARTIGNANA DI PO;2016-02-28;1
MARTIGNANA DI PO;2016-02-29;2
MARTIGNANA DI PO;2016-03-01;2
MARTIGNANA DI PO;2016-03-03;2
MARTIGNANA DI PO;2016-03-07;1
MARTIGNANA DI PO;2016-03-08;2
MARTIGNANA DI PO;2016-03-09;2
MARTIGNANA DI PO;2016-03-10;3
MARTIGNANA DI PO;2016-03-12;1
MARTIGNANA DI PO;2016-03-14;2
MARTIGNANA DI PO;2016-03-16;1
MARTIGNANA DI PO;2016-03-17;2
MARTIGNANA DI PO;2016-03-18;5
MARTIGNANA DI PO;2016-03-20;1
MARTIGNANA DI PO;2016-03-22;1
MARTIGNANA DI PO;2016-03-23;1
MARTIGNANA DI PO;2016-03-25;1
MARTIGNANA DI PO;2016-03-26;1
MARTIGNANA DI PO;2016-03-28;1
MARTIGNANA DI PO;2016-03-29;2
MARTIGNANA DI PO;2016-03-30;1
MARTIGNANA DI PO;2016-03-31;2
MARTIGNANA DI PO;2016-04-01;2
MARTIGNANA DI PO;2016-04-02;3
MARTIGNANA DI PO;2016-04-04;1
MARTIGNANA DI PO;2016-04-06;2
MARTIGNANA DI PO;2016-04-07;2
MARTIGNANA DI PO;2016-04-08;4
MARTIGNANA DI PO;2016-04-12;1
MARTIGNANA DI PO;2016-04-13;1
MARTIGNANA DI PO;2016-04-14;1
MARTIGNANA DI PO;2016-04-15;1
MARTIGNANA DI PO;2016-04-16;2
MARTIGNANA DI PO;2016-04-17;1
MARTIGNANA DI PO;2016-04-19;1
MARTIGNANA DI PO;2016-04-20;3
MARTIGNANA DI PO;2016-04-22;3
MARTIGNANA DI PO;2016-04-25;1
MARTIGNANA DI PO;2016-04-28;4
MARTIGNANA DI PO;2016-04-30;1
MARTIGNANA DI PO;2016-05-01;1
MARTIGNANA DI PO;2016-05-02;3
MARTIGNANA DI PO;2016-05-03;1
MARTIGNANA DI PO;2016-05-04;1
MARTIGNANA DI PO;2016-05-05;2
MARTIGNANA DI PO;2016-05-07;1
MARTIGNANA DI PO;2016-05-09;3
MARTIGNANA DI PO;2016-05-10;1
MARTIGNANA DI PO;2016-05-11;2
MARTIGNANA DI PO;2016-05-12;2
MARTIGNANA DI PO;2016-05-14;1
MARTIGNANA DI PO;2016-05-15;1
MARTIGNANA DI PO;2016-05-16;2
MARTIGNANA DI PO;2016-05-17;1
MARTIGNANA DI PO;2016-05-18;1
MARTIGNANA DI PO;2016-05-19;1
MARTIGNANA DI PO;2016-05-20;1
MARTIGNANA DI PO;2016-05-21;1
MARTIGNANA DI PO;2016-05-23;1
MARTIGNANA DI PO;2016-05-26;1
MARTIGNANA DI PO;2016-05-30;4
MARTIGNANA DI PO;2016-06-02;2
MARTIGNANA DI PO;2016-06-04;3
MARTIGNANA DI PO;2016-06-07;1
MARTIGNANA DI PO;2016-06-08;2
MARTIGNANA DI PO;2016-06-09;2
MARTIGNANA DI PO;2016-06-10;3
MARTIGNANA DI PO;2016-06-11;2
MARTIGNANA DI PO;2016-06-13;1
MARTIGNANA DI PO;2016-06-14;1
MARTIGNANA DI PO;2016-06-15;1
MARTIGNANA DI PO;2016-06-16;2
MARTIGNANA DI PO;2016-06-17;1
MARTIGNANA DI PO;2016-06-18;2
MARTIGNANA DI PO;2016-06-19;2
MARTIGNANA DI PO;2016-06-20;1
MARTIGNANA DI PO;2016-06-22;2
MARTIGNANA DI PO;2016-06-23;2
MARTIGNANA DI PO;2016-06-25;2
MARTIGNANA DI PO;2016-06-26;1
MARTIGNANA DI PO;2016-06-27;1
MARTIGNANA DI PO;2016-06-28;4
MARTIGNANA DI PO;2016-06-29;1
MARTIGNANA DI PO;2016-06-30;2
MARTIGNANA DI PO;2016-07-01;3
MARTIGNANA DI PO;2016-07-02;2
MARTIGNANA DI PO;2016-07-04;1
MARTIGNANA DI PO;2016-07-05;2
MARTIGNANA DI PO;2016-07-06;2
MARTIGNANA DI PO;2016-07-07;2
MARTIGNANA DI PO;2016-07-09;2
MARTIGNANA DI PO;2016-07-13;1
MARTIGNANA DI PO;2016-07-17;1
MARTIGNANA DI PO;2016-07-19;1
MARTIGNANA DI PO;2016-07-20;1
MARTIGNANA DI PO;2016-07-22;1
MARTIGNANA DI PO;2016-07-23;2
MARTIGNANA DI PO;2016-07-24;1
MARTIGNANA DI PO;2016-07-25;1
MARTIGNANA DI PO;2016-07-26;3
MARTIGNANA DI PO;2016-07-29;2
MARTIGNANA DI PO;2016-07-31;1
MARTIGNANA DI PO;2016-08-01;1
MARTIGNANA DI PO;2016-08-02;2
MARTIGNANA DI PO;2016-08-03;1
MARTIGNANA DI PO;2016-08-05;1
MARTIGNANA DI PO;2016-08-06;4
MARTIGNANA DI PO;2016-08-08;1
MARTIGNANA DI PO;2016-08-14;1
MARTIGNANA DI PO;2016-08-16;2
MARTIGNANA DI PO;2016-08-20;1
MARTIGNANA DI PO;2016-08-22;2
MARTIGNANA DI PO;2016-08-23;1
MARTIGNANA DI PO;2016-08-25;1
MARTIGNANA DI PO;2016-08-26;4
MARTIGNANA DI PO;2016-08-27;2
MARTIGNANA DI PO;2016-08-29;2
MARTIGNANA DI PO;2016-08-30;1
MARTIGNANA DI PO;2016-08-31;2
MARTIGNANA DI PO;2016-09-02;1
MARTIGNANA DI PO;2016-09-05;1
MARTIGNANA DI PO;2016-09-06;1
MARTIGNANA DI PO;2016-09-07;1
MARTIGNANA DI PO;2016-09-08;1
MARTIGNANA DI PO;2016-09-09;1
MARTIGNANA DI PO;2016-09-11;1
MARTIGNANA DI PO;2016-09-12;2
MARTIGNANA DI PO;2016-09-13;1
MARTIGNANA DI PO;2016-09-14;3
MARTIGNANA DI PO;2016-09-15;2
MARTIGNANA DI PO;2016-09-16;1
MARTIGNANA DI PO;2016-09-17;2
MARTIGNANA DI PO;2016-09-18;1
MARTIGNANA DI PO;2016-09-19;2
MARTIGNANA DI PO;2016-09-20;2
MARTIGNANA DI PO;2016-09-22;1
MARTIGNANA DI PO;2016-09-23;2
MARTIGNANA DI PO;2016-10-01;5
MARTIGNANA DI PO;2016-10-02;1
MARTIGNANA DI PO;2016-10-03;1
MARTIGNANA DI PO;2016-10-04;1
MARTIGNANA DI PO;2016-10-06;1
MARTIGNANA DI PO;2016-10-07;3
MARTIGNANA DI PO;2016-10-09;2
MARTIGNANA DI PO;2016-10-10;1
MARTIGNANA DI PO;2016-10-11;1
MARTIGNANA DI PO;2016-10-12;2
MARTIGNANA DI PO;2016-10-17;2
MARTIGNANA DI PO;2016-10-18;2
MARTIGNANA DI PO;2016-10-19;1
MARTIGNANA DI PO;2016-10-20;1
MARTIGNANA DI PO;2016-10-22;2
MARTIGNANA DI PO;2016-10-24;3
MARTIGNANA DI PO;2016-10-26;1
MARTIGNANA DI PO;2016-10-27;1
MARTIGNANA DI PO;2016-10-28;1
MARTIGNANA DI PO;2016-11-01;1
MARTIGNANA DI PO;2016-11-02;1
MARTIGNANA DI PO;2016-11-03;4
MARTIGNANA DI PO;2016-11-05;1
MARTIGNANA DI PO;2016-11-06;2
MARTIGNANA DI PO;2016-11-07;1
MARTIGNANA DI PO;2016-11-08;1
MARTIGNANA DI PO;2016-11-09;1
MARTIGNANA DI PO;2016-11-10;1
MARTIGNANA DI PO;2016-11-11;4
MARTIGNANA DI PO;2016-11-14;1
MARTIGNANA DI PO;2016-11-15;1
MARTIGNANA DI PO;2016-11-16;3
MARTIGNANA DI PO;2016-11-17;1
MARTIGNANA DI PO;2016-11-18;7
MARTIGNANA DI PO;2016-11-21;1
MARTIGNANA DI PO;2016-11-23;1
MARTIGNANA DI PO;2016-11-28;2
MARTIGNANA DI PO;2016-11-29;1
MARTIGNANA DI PO;2016-12-03;1
MARTIGNANA DI PO;2016-12-04;2
MARTIGNANA DI PO;2016-12-05;1
MARTIGNANA DI PO;2016-12-07;2
MARTIGNANA DI PO;2016-12-09;1
MARTIGNANA DI PO;2016-12-10;1
MARTIGNANA DI PO;2016-12-11;1
MARTIGNANA DI PO;2016-12-13;4
MARTIGNANA DI PO;2016-12-14;2
MARTIGNANA DI PO;2016-12-15;2
MARTIGNANA DI PO;2016-12-17;2
MARTIGNANA DI PO;2016-12-18;1
MARTIGNANA DI PO;2016-12-20;1
MARTIGNANA DI PO;2016-12-21;4
MARTIGNANA DI PO;2016-12-22;1
MARTIGNANA DI PO;2016-12-23;1
MARTIGNANA DI PO;2016-12-28;1
MARTIGNANA DI PO;2016-12-29;1
MARTIGNANA DI PO;2016-12-31;1
MARTIGNANA DI PO;2017-01-01;1
MARTIGNANA DI PO;2017-01-02;2
MARTIGNANA DI PO;2017-01-03;1
MARTIGNANA DI PO;2017-01-04;1
MARTIGNANA DI PO;2017-01-08;1
MARTIGNANA DI PO;2017-01-09;1
MARTIGNANA DI PO;2017-01-10;1
MARTIGNANA DI PO;2017-01-12;2
MARTIGNANA DI PO;2017-01-14;1
MARTIGNANA DI PO;2017-01-15;1
MARTIGNANA DI PO;2017-01-16;1
MARTIGNANA DI PO;2017-01-17;1
MARTIGNANA DI PO;2017-01-22;2
MARTIGNANA DI PO;2017-01-23;2
MARTIGNANA DI PO;2017-01-24;1
MARTIGNANA DI PO;2017-01-26;2
MARTIGNANA DI PO;2017-01-27;2
MARTIGNANA DI PO;2017-01-28;1
MARTIGNANA DI PO;2017-01-29;2
MARTIGNANA DI PO;2017-01-30;3
MARTIGNANA DI PO;2017-02-01;1
MARTIGNANA DI PO;2017-02-03;1
MARTIGNANA DI PO;2017-02-04;2
MARTIGNANA DI PO;2017-02-05;1
MARTIGNANA DI PO;2017-02-06;1
MARTIGNANA DI PO;2017-02-08;1
MARTIGNANA DI PO;2017-02-09;1
MARTIGNANA DI PO;2017-02-10;2
MARTIGNANA DI PO;2017-02-11;1
MARTIGNANA DI PO;2017-02-12;1
MARTIGNANA DI PO;2017-02-13;1
MARTIGNANA DI PO;2017-02-16;1
MARTIGNANA DI PO;2017-02-17;1
MARTIGNANA DI PO;2017-02-19;1
MARTIGNANA DI PO;2017-02-20;2
MARTIGNANA DI PO;2017-02-21;1
MARTIGNANA DI PO;2017-02-22;1
MARTIGNANA DI PO;2017-02-23;1
MARTIGNANA DI PO;2017-02-24;3
MARTIGNANA DI PO;2017-02-25;2
MARTIGNANA DI PO;2017-02-26;1
MARTIGNANA DI PO;2017-02-28;1
MARTIGNANA DI PO;2017-03-01;1
MARTIGNANA DI PO;2017-03-02;1
MARTIGNANA DI PO;2017-03-03;2
MARTIGNANA DI PO;2017-03-05;2
MARTIGNANA DI PO;2017-03-06;1
MARTIGNANA DI PO;2017-03-10;1
MARTIGNANA DI PO;2017-03-12;1
MARTIGNANA DI PO;2017-03-13;2
MARTIGNANA DI PO;2017-03-14;2
MARTIGNANA DI PO;2017-03-16;3
MARTIGNANA DI PO;2017-03-17;4
MARTIGNANA DI PO;2017-03-19;1
MARTIGNANA DI PO;2017-03-20;2
MARTIGNANA DI PO;2017-03-21;1
MARTIGNANA DI PO;2017-03-23;1
MARTIGNANA DI PO;2017-03-24;2
MARTIGNANA DI PO;2017-03-25;3
MARTIGNANA DI PO;2017-03-27;2
MARTIGNANA DI PO;2017-03-28;1
MARTIGNANA DI PO;2017-03-29;2
MARTIGNANA DI PO;2017-03-30;3
MARTIGNANA DI PO;2017-03-31;1
MARTIGNANA DI PO;2017-04-01;1
MARTIGNANA DI PO;2017-04-03;4
MARTIGNANA DI PO;2017-04-05;1
MARTIGNANA DI PO;2017-04-06;3
MARTIGNANA DI PO;2017-04-07;1
MARTIGNANA DI PO;2017-04-08;1
MARTIGNANA DI PO;2017-04-10;1
MARTIGNANA DI PO;2017-04-11;3
MARTIGNANA DI PO;2017-04-13;1
MARTIGNANA DI PO;2017-04-14;1
MARTIGNANA DI PO;2017-04-18;1
MARTIGNANA DI PO;2017-04-19;2
MARTIGNANA DI PO;2017-04-20;3
MARTIGNANA DI PO;2017-04-22;1
MARTIGNANA DI PO;2017-04-26;1
MARTIGNANA DI PO;2017-04-27;2
MARTIGNANA DI PO;2017-04-28;2
MARTIGNANA DI PO;2017-04-29;1
MARTIGNANA DI PO;2017-05-02;1
MARTIGNANA DI PO;2017-05-04;3
MARTIGNANA DI PO;2017-05-06;2
MARTIGNANA DI PO;2017-05-08;4
MARTIGNANA DI PO;2017-05-12;1
MARTIGNANA DI PO;2017-05-14;1
MARTIGNANA DI PO;2017-05-16;2
MARTIGNANA DI PO;2017-05-17;1
MARTIGNANA DI PO;2017-05-19;2
MARTIGNANA DI PO;2017-05-21;1
MARTIGNANA DI PO;2017-05-22;2
MARTIGNANA DI PO;2017-05-24;1
MARTIGNANA DI PO;2017-05-25;1
MARTIGNANA DI PO;2017-05-26;4
MARTIGNANA DI PO;2017-05-27;1
MARTIGNANA DI PO;2017-05-31;1
MARTIGNANA DI PO;2017-06-05;1
MARTIGNANA DI PO;2017-06-06;1
MARTIGNANA DI PO;2017-06-07;1
MARTIGNANA DI PO;2017-06-08;2
MARTIGNANA DI PO;2017-06-09;2
MARTIGNANA DI PO;2017-06-10;1
MARTIGNANA DI PO;2017-06-12;3
MARTIGNANA DI PO;2017-06-13;2
MARTIGNANA DI PO;2017-06-14;2
MARTIGNANA DI PO;2017-06-17;1
MARTIGNANA DI PO;2017-06-19;3
MARTIGNANA DI PO;2017-06-21;1
MARTIGNANA DI PO;2017-06-22;2
MARTIGNANA DI PO;2017-06-23;2
MARTIGNANA DI PO;2017-06-27;1
MARTIGNANA DI PO;2017-06-29;1
MARTIGNANA DI PO;2017-07-01;1
MARTIGNANA DI PO;2017-07-02;2
MARTIGNANA DI PO;2017-07-03;2
MARTIGNANA DI PO;2017-07-05;1
MARTIGNANA DI PO;2017-07-06;1
MARTIGNANA DI PO;2017-07-12;1
MARTIGNANA DI PO;2017-07-17;1
MARTIGNANA DI PO;2017-07-20;1
MARTIGNANA DI PO;2017-07-22;1
MARTIGNANA DI PO;2017-07-24;1
MARTIGNANA DI PO;2017-07-25;2
MARTIGNANA DI PO;2017-07-27;2
MARTIGNANA DI PO;2017-07-28;1
MARTIGNANA DI PO;2017-07-31;1
MARTIGNANA DI PO;2017-08-01;1
MARTIGNANA DI PO;2017-08-03;2
MARTIGNANA DI PO;2017-08-11;1
MARTIGNANA DI PO;2017-08-13;1
MARTIGNANA DI PO;2017-08-20;1
MARTIGNANA DI PO;2017-08-21;3
MARTIGNANA DI PO;2017-08-27;1
MARTIGNANA DI PO;2017-08-29;1
MARTIGNANA DI PO;2017-08-30;4
MARTIGNANA DI PO;2017-09-02;2
MARTIGNANA DI PO;2017-09-03;1
MARTIGNANA DI PO;2017-09-04;3
MARTIGNANA DI PO;2017-09-05;1
MARTIGNANA DI PO;2017-09-07;4
MARTIGNANA DI PO;2017-09-11;1
MARTIGNANA DI PO;2017-09-12;1
MARTIGNANA DI PO;2017-09-13;1
MARTIGNANA DI PO;2017-09-14;5
MARTIGNANA DI PO;2017-09-15;3
MARTIGNANA DI PO;2017-09-16;1
MARTIGNANA DI PO;2017-09-17;2
MARTIGNANA DI PO;2017-09-18;2
MARTIGNANA DI PO;2017-09-19;1
MARTIGNANA DI PO;2017-09-21;2
MARTIGNANA DI PO;2017-09-23;1
MARTIGNANA DI PO;2017-09-26;1
MARTIGNANA DI PO;2017-09-27;1
MARTIGNANA DI PO;2017-09-28;3
MARTIGNANA DI PO;2017-09-29;1
MARTIGNANA DI PO;2017-09-30;2
MARTIGNANA DI PO;2017-10-02;1
MARTIGNANA DI PO;2017-10-03;3
MARTIGNANA DI PO;2017-10-05;1
MARTIGNANA DI PO;2017-10-06;3
MARTIGNANA DI PO;2017-10-07;1
MARTIGNANA DI PO;2017-10-08;2
MARTIGNANA DI PO;2017-10-09;2
MARTIGNANA DI PO;2017-10-10;2
MARTIGNANA DI PO;2017-10-12;2
MARTIGNANA DI PO;2017-10-13;3
MARTIGNANA DI PO;2017-10-16;2
MARTIGNANA DI PO;2017-10-18;1
MARTIGNANA DI PO;2017-10-19;2
MARTIGNANA DI PO;2017-10-21;1
MARTIGNANA DI PO;2017-10-24;1
MARTIGNANA DI PO;2017-10-26;2
MARTIGNANA DI PO;2017-10-28;2
MARTIGNANA DI PO;2017-10-30;1
MARTIGNANA DI PO;2017-10-31;1
MARTIGNANA DI PO;2017-11-01;1
MARTIGNANA DI PO;2017-11-02;2
MARTIGNANA DI PO;2017-11-03;3
MARTIGNANA DI PO;2017-11-04;2
MARTIGNANA DI PO;2017-11-05;2
MARTIGNANA DI PO;2017-11-06;2
MARTIGNANA DI PO;2017-11-09;2
MARTIGNANA DI PO;2017-11-10;1
MARTIGNANA DI PO;2017-11-11;2
MARTIGNANA DI PO;2017-11-13;1
MARTIGNANA DI PO;2017-11-16;1
MARTIGNANA DI PO;2017-11-17;1
MARTIGNANA DI PO;2017-11-18;1
MARTIGNANA DI PO;2017-11-20;1
MARTIGNANA DI PO;2017-11-22;1
MARTIGNANA DI PO;2017-11-23;1
MARTIGNANA DI PO;2017-11-24;1
MARTIGNANA DI PO;2017-11-25;2
MARTIGNANA DI PO;2017-11-27;1
MARTIGNANA DI PO;2017-11-28;1
MARTIGNANA DI PO;2017-11-30;1
MARTIGNANA DI PO;2017-12-01;2
MARTIGNANA DI PO;2017-12-04;1
MARTIGNANA DI PO;2017-12-06;1
MARTIGNANA DI PO;2017-12-09;1
MARTIGNANA DI PO;2017-12-10;1
MARTIGNANA DI PO;2017-12-11;3
MARTIGNANA DI PO;2017-12-12;3
MARTIGNANA DI PO;2017-12-13;1
MARTIGNANA DI PO;2017-12-14;1
MARTIGNANA DI PO;2017-12-15;1
MARTIGNANA DI PO;2017-12-20;1
MARTIGNANA DI PO;2017-12-21;1
MARTIGNANA DI PO;2017-12-22;1
MARTIGNANA DI PO;2017-12-26;2
MARTIGNANA DI PO;2017-12-28;1
MARTIGNANA DI PO;2018-01-01;1
MARTIGNANA DI PO;2018-01-02;1
MARTIGNANA DI PO;2018-01-03;1
MARTIGNANA DI PO;2018-01-04;6
MARTIGNANA DI PO;2018-01-08;4
MARTIGNANA DI PO;2018-01-10;1
MARTIGNANA DI PO;2018-01-11;1
MARTIGNANA DI PO;2018-01-13;2
MARTIGNANA DI PO;2018-01-17;1
MARTIGNANA DI PO;2018-01-18;3
MARTIGNANA DI PO;2018-01-19;1
MARTIGNANA DI PO;2018-01-20;4
MARTIGNANA DI PO;2018-01-22;2
MARTIGNANA DI PO;2018-01-23;1
MARTIGNANA DI PO;2018-01-24;1
MARTIGNANA DI PO;2018-01-25;1
MARTIGNANA DI PO;2018-01-26;2
MARTIGNANA DI PO;2018-01-27;6
MARTIGNANA DI PO;2018-01-28;2
MARTIGNANA DI PO;2018-01-29;1
MARTIGNANA DI PO;2018-02-01;2
MARTIGNANA DI PO;2018-02-03;2
MARTIGNANA DI PO;2018-02-05;2
MARTIGNANA DI PO;2018-02-06;1
MARTIGNANA DI PO;2018-02-08;3
MARTIGNANA DI PO;2018-02-09;1
MARTIGNANA DI PO;2018-02-10;1
MARTIGNANA DI PO;2018-02-12;1
MARTIGNANA DI PO;2018-02-16;1
MARTIGNANA DI PO;2018-02-21;1
MARTIGNANA DI PO;2018-02-23;2
MARTIGNANA DI PO;2018-02-25;1
MARTIGNANA DI PO;2018-02-27;1
MARTIGNANA DI PO;2018-02-28;2
MARTIGNANA DI PO;2018-03-05;3
MARTIGNANA DI PO;2018-03-06;2
MARTIGNANA DI PO;2018-03-08;1
MARTIGNANA DI PO;2018-03-10;2
MARTIGNANA DI PO;2018-03-12;3
MARTIGNANA DI PO;2018-03-14;1
MARTIGNANA DI PO;2018-03-15;2
MARTIGNANA DI PO;2018-03-17;2
MARTIGNANA DI PO;2018-03-21;2
MARTIGNANA DI PO;2018-03-23;2
MARTIGNANA DI PO;2018-03-29;3
MARTIGNANA DI PO;2018-03-31;2
MARTIGNANA DI PO;2018-04-02;1
MARTIGNANA DI PO;2018-04-03;2
MARTIGNANA DI PO;2018-04-04;2
MARTIGNANA DI PO;2018-04-05;3
MARTIGNANA DI PO;2018-04-09;1
MARTIGNANA DI PO;2018-04-11;4
MARTIGNANA DI PO;2018-04-12;1
MARTIGNANA DI PO;2018-04-13;2
MARTIGNANA DI PO;2018-04-14;2
MARTIGNANA DI PO;2018-04-16;1
MARTIGNANA DI PO;2018-04-18;1
MARTIGNANA DI PO;2018-04-19;1
MARTIGNANA DI PO;2018-04-22;1
MARTIGNANA DI PO;2018-04-26;2
MARTIGNANA DI PO;2018-04-27;1
MARTIGNANA DI PO;2018-05-02;1
MARTIGNANA DI PO;2018-05-03;3
MARTIGNANA DI PO;2018-05-06;2
MARTIGNANA DI PO;2018-05-07;2
MARTIGNANA DI PO;2018-05-11;2
MARTIGNANA DI PO;2018-05-12;2
MARTIGNANA DI PO;2018-05-13;1
MARTIGNANA DI PO;2018-05-17;2
MARTIGNANA DI PO;2018-05-18;1
MARTIGNANA DI PO;2018-05-23;1
MARTIGNANA DI PO;2018-05-25;1
MARTIGNANA DI PO;2018-05-26;1
MARTIGNANA DI PO;2018-05-28;1
MARTIGNANA DI PO;2018-05-29;2
MARTIGNANA DI PO;2018-05-31;1
MARTIGNANA DI PO;2018-06-01;3
MARTIGNANA DI PO;2018-06-03;1
MARTIGNANA DI PO;2018-06-04;1
MARTIGNANA DI PO;2018-06-06;2
MARTIGNANA DI PO;2018-06-08;1
MARTIGNANA DI PO;2018-06-10;1
MARTIGNANA DI PO;2018-06-11;1
MARTIGNANA DI PO;2018-06-12;1
MARTIGNANA DI PO;2018-06-13;1
MARTIGNANA DI PO;2018-06-14;1
MARTIGNANA DI PO;2018-06-16;2
MARTIGNANA DI PO;2018-06-22;2
MARTIGNANA DI PO;2018-06-25;1
MARTIGNANA DI PO;2018-06-26;1
MARTIGNANA DI PO;2018-06-27;1
MARTIGNANA DI PO;2018-07-02;1
MARTIGNANA DI PO;2018-07-06;1
MARTIGNANA DI PO;2018-07-07;2
MARTIGNANA DI PO;2018-07-14;1
