;data_richiesta;biblioteca_destinazione
ISOLA DOVARESE;2018-11-22;3
ISOLA DOVARESE;2018-11-24;3
ISOLA DOVARESE;2018-11-26;1
ISOLA DOVARESE;2018-11-29;1
ISOLA DOVARESE;2018-12-07;2
ISOLA DOVARESE;2018-12-10;1
ISOLA DOVARESE;2018-12-11;1
ISOLA DOVARESE;2018-12-12;1
ISOLA DOVARESE;2018-12-14;1
ISOLA DOVARESE;2018-12-21;1
IZANO;2016-01-03;1
IZANO;2016-01-08;1
IZANO;2016-01-12;1
IZANO;2016-01-14;2
IZANO;2016-01-16;1
IZANO;2016-01-18;1
IZANO;2016-01-19;2
IZANO;2016-02-16;1
IZANO;2016-02-22;1
IZANO;2016-03-05;1
IZANO;2016-03-12;1
IZANO;2016-03-20;1
IZANO;2016-03-29;1
IZANO;2016-04-01;1
IZANO;2016-04-02;1
IZANO;2016-04-04;1
IZANO;2016-04-07;2
IZANO;2016-04-08;1
IZANO;2016-04-09;1
IZANO;2016-04-14;2
IZANO;2016-04-15;1
IZANO;2016-04-16;2
IZANO;2016-04-17;2
IZANO;2016-04-18;1
IZANO;2016-04-21;1
IZANO;2016-04-22;1
IZANO;2016-04-26;1
IZANO;2016-04-27;1
IZANO;2016-05-02;3
IZANO;2016-05-06;1
IZANO;2016-05-09;1
IZANO;2016-05-17;1
IZANO;2016-05-28;1
IZANO;2016-06-03;1
IZANO;2016-06-07;1
IZANO;2016-06-11;1
IZANO;2016-06-12;3
IZANO;2016-06-18;1
IZANO;2016-06-22;2
IZANO;2016-06-24;1
IZANO;2016-07-01;1
IZANO;2016-07-02;1
IZANO;2016-07-07;1
IZANO;2016-07-16;1
IZANO;2016-07-20;1
IZANO;2016-07-21;1
IZANO;2016-07-27;1
IZANO;2016-08-13;1
IZANO;2016-08-24;1
IZANO;2016-09-02;1
IZANO;2016-09-05;1
IZANO;2016-09-09;1
IZANO;2016-09-11;1
IZANO;2016-09-12;1
IZANO;2016-09-13;1
IZANO;2016-09-16;1
IZANO;2016-09-20;2
IZANO;2016-09-21;1
IZANO;2016-09-29;1
IZANO;2016-10-17;1
IZANO;2016-10-18;3
IZANO;2016-10-25;1
IZANO;2016-11-07;1
IZANO;2016-11-08;1
IZANO;2016-11-15;1
IZANO;2016-11-30;1
IZANO;2016-12-06;1
IZANO;2016-12-07;1
IZANO;2016-12-13;1
IZANO;2016-12-16;1
IZANO;2016-12-21;1
IZANO;2016-12-22;1
IZANO;2017-01-10;1
IZANO;2017-01-11;1
IZANO;2017-01-12;1
IZANO;2017-01-13;1
IZANO;2017-01-17;3
IZANO;2017-01-19;1
IZANO;2017-01-21;1
IZANO;2017-01-23;1
IZANO;2017-02-14;1
IZANO;2017-02-17;1
IZANO;2017-02-19;1
IZANO;2017-02-20;2
IZANO;2017-02-21;2
IZANO;2017-02-28;2
IZANO;2017-03-01;1
IZANO;2017-03-04;1
IZANO;2017-03-07;2
IZANO;2017-03-14;1
IZANO;2017-03-15;1
IZANO;2017-03-22;1
IZANO;2017-03-28;3
IZANO;2017-03-29;1
IZANO;2017-04-01;1
IZANO;2017-04-03;1
IZANO;2017-04-04;2
IZANO;2017-04-07;1
IZANO;2017-04-08;1
IZANO;2017-04-09;1
IZANO;2017-04-11;1
IZANO;2017-04-14;1
IZANO;2017-04-18;1
IZANO;2017-04-19;1
IZANO;2017-04-21;1
IZANO;2017-05-02;2
IZANO;2017-05-09;1
IZANO;2017-05-22;1
IZANO;2017-05-23;1
IZANO;2017-05-28;1
IZANO;2017-06-02;1
IZANO;2017-06-06;2
IZANO;2017-06-10;1
IZANO;2017-06-13;1
IZANO;2017-06-20;3
IZANO;2017-06-29;1
IZANO;2017-06-30;1
IZANO;2017-07-03;1
IZANO;2017-07-06;1
IZANO;2017-07-23;1
IZANO;2017-07-25;2
IZANO;2017-08-13;1
IZANO;2017-09-02;1
IZANO;2017-09-04;1
IZANO;2017-09-05;1
IZANO;2017-09-06;1
IZANO;2017-09-11;1
IZANO;2017-09-13;1
IZANO;2017-09-14;2
IZANO;2017-09-19;1
IZANO;2017-09-20;1
IZANO;2017-09-25;1
IZANO;2017-09-28;1
IZANO;2017-10-03;2
IZANO;2017-10-10;3
IZANO;2017-10-17;1
IZANO;2017-10-21;1
IZANO;2017-10-24;1
IZANO;2017-10-28;1
IZANO;2017-11-03;3
IZANO;2017-11-04;1
IZANO;2017-11-07;1
IZANO;2017-11-08;1
IZANO;2017-11-13;1
IZANO;2017-11-20;1
IZANO;2017-11-21;1
IZANO;2017-11-22;1
IZANO;2017-11-25;1
IZANO;2017-11-28;1
IZANO;2017-11-30;1
IZANO;2017-12-07;1
IZANO;2017-12-12;1
IZANO;2017-12-19;1
IZANO;2017-12-21;1
IZANO;2017-12-22;1
IZANO;2018-01-01;1
IZANO;2018-01-03;1
IZANO;2018-01-06;1
IZANO;2018-01-07;1
IZANO;2018-01-08;2
IZANO;2018-01-09;1
IZANO;2018-01-11;1
IZANO;2018-01-14;2
IZANO;2018-01-16;1
IZANO;2018-01-19;1
IZANO;2018-01-23;1
IZANO;2018-01-26;1
IZANO;2018-01-29;1
IZANO;2018-02-06;2
IZANO;2018-02-19;1
IZANO;2018-02-20;1
IZANO;2018-02-21;1
IZANO;2018-02-22;1
IZANO;2018-02-26;1
IZANO;2018-02-27;1
IZANO;2018-03-03;1
IZANO;2018-03-16;1
IZANO;2018-03-21;1
IZANO;2018-03-22;1
IZANO;2018-03-23;1
IZANO;2018-03-27;1
IZANO;2018-03-30;1
IZANO;2018-04-04;1
IZANO;2018-04-10;1
IZANO;2018-04-24;1
IZANO;2018-05-05;1
IZANO;2018-05-08;3
IZANO;2018-05-09;1
IZANO;2018-05-14;2
IZANO;2018-05-26;1
IZANO;2018-06-05;1
IZANO;2018-06-12;2
IZANO;2018-06-14;2
IZANO;2018-06-15;1
IZANO;2018-06-19;1
IZANO;2018-06-23;1
IZANO;2018-06-26;2
IZANO;2018-07-25;1
IZANO;2018-07-31;1
IZANO;2018-08-20;1
IZANO;2018-09-03;1
IZANO;2018-09-04;1
IZANO;2018-09-10;1
IZANO;2018-09-11;1
IZANO;2018-09-24;1
IZANO;2018-10-08;1
IZANO;2018-10-16;2
IZANO;2018-11-06;2
IZANO;2018-11-08;1
IZANO;2018-11-12;1
IZANO;2018-11-13;3
IZANO;2018-11-21;1
IZANO;2018-11-27;2
IZANO;2018-12-04;1
IZANO;2018-12-11;1
MADIGNANO;2016-01-04;1
MADIGNANO;2016-01-05;1
MADIGNANO;2016-01-07;2
MADIGNANO;2016-01-08;5
MADIGNANO;2016-01-09;2
MADIGNANO;2016-01-10;4
MADIGNANO;2016-01-11;2
MADIGNANO;2016-01-12;3
MADIGNANO;2016-01-13;2
MADIGNANO;2016-01-14;1
MADIGNANO;2016-01-15;1
MADIGNANO;2016-01-16;2
MADIGNANO;2016-01-17;2
MADIGNANO;2016-01-18;1
MADIGNANO;2016-01-19;3
MADIGNANO;2016-01-20;1
MADIGNANO;2016-01-22;2
MADIGNANO;2016-01-23;3
MADIGNANO;2016-01-25;1
MADIGNANO;2016-01-26;3
MADIGNANO;2016-01-27;2
MADIGNANO;2016-01-28;2
MADIGNANO;2016-01-29;5
MADIGNANO;2016-02-01;2
MADIGNANO;2016-02-02;2
MADIGNANO;2016-02-03;2
MADIGNANO;2016-02-05;3
MADIGNANO;2016-02-06;1
MADIGNANO;2016-02-07;2
MADIGNANO;2016-02-08;1
MADIGNANO;2016-02-09;5
MADIGNANO;2016-02-10;1
MADIGNANO;2016-02-12;2
MADIGNANO;2016-02-13;1
MADIGNANO;2016-02-15;2
MADIGNANO;2016-02-16;1
MADIGNANO;2016-02-19;2
MADIGNANO;2016-02-20;2
MADIGNANO;2016-02-22;3
MADIGNANO;2016-02-23;3
MADIGNANO;2016-02-25;1
MADIGNANO;2016-02-29;3
MADIGNANO;2016-03-02;4
MADIGNANO;2016-03-04;2
MADIGNANO;2016-03-05;1
MADIGNANO;2016-03-07;6
MADIGNANO;2016-03-08;2
MADIGNANO;2016-03-09;1
MADIGNANO;2016-03-10;2
MADIGNANO;2016-03-12;1
MADIGNANO;2016-03-13;1
MADIGNANO;2016-03-14;1
MADIGNANO;2016-03-15;1
MADIGNANO;2016-03-16;1
MADIGNANO;2016-03-17;3
MADIGNANO;2016-03-18;1
MADIGNANO;2016-03-21;3
MADIGNANO;2016-03-22;2
MADIGNANO;2016-03-23;2
MADIGNANO;2016-03-25;3
MADIGNANO;2016-03-26;2
MADIGNANO;2016-03-28;2
MADIGNANO;2016-03-29;5
MADIGNANO;2016-03-30;3
MADIGNANO;2016-04-01;1
MADIGNANO;2016-04-04;2
MADIGNANO;2016-04-08;1
MADIGNANO;2016-04-10;1
MADIGNANO;2016-04-11;2
MADIGNANO;2016-04-13;2
MADIGNANO;2016-04-14;1
MADIGNANO;2016-04-15;2
MADIGNANO;2016-04-16;4
MADIGNANO;2016-04-17;3
MADIGNANO;2016-04-18;2
MADIGNANO;2016-04-19;2
MADIGNANO;2016-04-20;3
MADIGNANO;2016-04-21;2
MADIGNANO;2016-04-22;1
MADIGNANO;2016-04-23;1
MADIGNANO;2016-04-24;2
MADIGNANO;2016-04-25;1
MADIGNANO;2016-04-26;2
MADIGNANO;2016-04-27;3
MADIGNANO;2016-04-28;2
MADIGNANO;2016-04-29;4
MADIGNANO;2016-04-30;1
MADIGNANO;2016-05-02;1
MADIGNANO;2016-05-03;2
MADIGNANO;2016-05-04;2
MADIGNANO;2016-05-06;7
MADIGNANO;2016-05-08;3
MADIGNANO;2016-05-09;2
MADIGNANO;2016-05-10;1
MADIGNANO;2016-05-11;2
MADIGNANO;2016-05-12;2
MADIGNANO;2016-05-13;1
MADIGNANO;2016-05-14;1
MADIGNANO;2016-05-15;1
MADIGNANO;2016-05-16;1
MADIGNANO;2016-05-17;2
MADIGNANO;2016-05-18;4
MADIGNANO;2016-05-20;2
MADIGNANO;2016-05-21;2
MADIGNANO;2016-05-22;3
MADIGNANO;2016-05-23;1
MADIGNANO;2016-05-24;1
MADIGNANO;2016-05-26;1
MADIGNANO;2016-05-27;2
MADIGNANO;2016-05-28;2
MADIGNANO;2016-05-29;3
MADIGNANO;2016-05-30;1
MADIGNANO;2016-06-04;1
MADIGNANO;2016-06-05;1
MADIGNANO;2016-06-06;7
MADIGNANO;2016-06-07;2
MADIGNANO;2016-06-08;1
MADIGNANO;2016-06-09;1
MADIGNANO;2016-06-10;2
MADIGNANO;2016-06-11;2
MADIGNANO;2016-06-13;6
MADIGNANO;2016-06-14;7
MADIGNANO;2016-06-15;1
MADIGNANO;2016-06-16;3
MADIGNANO;2016-06-17;4
MADIGNANO;2016-06-18;3
MADIGNANO;2016-06-19;2
MADIGNANO;2016-06-20;4
MADIGNANO;2016-06-21;2
MADIGNANO;2016-06-22;3
MADIGNANO;2016-06-23;1
MADIGNANO;2016-06-25;1
MADIGNANO;2016-06-26;2
MADIGNANO;2016-06-27;1
MADIGNANO;2016-06-28;1
MADIGNANO;2016-06-29;2
MADIGNANO;2016-06-30;2
MADIGNANO;2016-07-01;4
MADIGNANO;2016-07-02;3
MADIGNANO;2016-07-04;3
MADIGNANO;2016-07-05;2
MADIGNANO;2016-07-06;1
MADIGNANO;2016-07-08;2
MADIGNANO;2016-07-09;4
MADIGNANO;2016-07-11;2
MADIGNANO;2016-07-12;6
MADIGNANO;2016-07-13;2
MADIGNANO;2016-07-14;1
MADIGNANO;2016-07-15;1
MADIGNANO;2016-07-17;1
MADIGNANO;2016-07-18;1
MADIGNANO;2016-07-19;1
MADIGNANO;2016-07-20;1
MADIGNANO;2016-07-21;2
MADIGNANO;2016-07-22;1
MADIGNANO;2016-07-25;4
MADIGNANO;2016-07-26;4
MADIGNANO;2016-07-27;3
MADIGNANO;2016-07-29;1
MADIGNANO;2016-07-30;2
MADIGNANO;2016-08-01;1
MADIGNANO;2016-08-02;2
MADIGNANO;2016-08-03;2
MADIGNANO;2016-08-04;3
MADIGNANO;2016-08-09;1
MADIGNANO;2016-08-10;1
MADIGNANO;2016-08-11;2
MADIGNANO;2016-08-12;2
MADIGNANO;2016-08-13;1
MADIGNANO;2016-08-17;1
MADIGNANO;2016-08-18;1
MADIGNANO;2016-08-20;2
MADIGNANO;2016-08-22;2
MADIGNANO;2016-08-23;3
MADIGNANO;2016-08-24;2
MADIGNANO;2016-08-25;3
MADIGNANO;2016-08-26;2
MADIGNANO;2016-08-27;5
MADIGNANO;2016-08-29;1
MADIGNANO;2016-08-30;4
MADIGNANO;2016-08-31;1
MADIGNANO;2016-09-01;3
MADIGNANO;2016-09-02;1
MADIGNANO;2016-09-03;3
MADIGNANO;2016-09-04;1
MADIGNANO;2016-09-05;1
MADIGNANO;2016-09-06;2
MADIGNANO;2016-09-07;1
MADIGNANO;2016-09-08;2
MADIGNANO;2016-09-10;2
MADIGNANO;2016-09-11;1
MADIGNANO;2016-09-12;3
MADIGNANO;2016-09-14;1
MADIGNANO;2016-09-15;1
MADIGNANO;2016-09-16;1
MADIGNANO;2016-09-18;2
MADIGNANO;2016-09-19;2
MADIGNANO;2016-09-21;1
MADIGNANO;2016-09-22;1
MADIGNANO;2016-09-23;2
MADIGNANO;2016-09-24;1
MADIGNANO;2016-09-26;3
MADIGNANO;2016-09-27;2
MADIGNANO;2016-09-30;2
MADIGNANO;2016-10-01;3
MADIGNANO;2016-10-02;2
MADIGNANO;2016-10-03;1
MADIGNANO;2016-10-04;3
MADIGNANO;2016-10-06;1
MADIGNANO;2016-10-07;2
MADIGNANO;2016-10-12;2
MADIGNANO;2016-10-13;1
MADIGNANO;2016-10-14;2
MADIGNANO;2016-10-15;1
MADIGNANO;2016-10-16;1
MADIGNANO;2016-10-17;2
MADIGNANO;2016-10-18;3
MADIGNANO;2016-10-19;2
MADIGNANO;2016-10-21;4
MADIGNANO;2016-10-22;1
MADIGNANO;2016-10-24;2
MADIGNANO;2016-10-25;3
MADIGNANO;2016-10-27;1
MADIGNANO;2016-10-28;1
MADIGNANO;2016-10-29;1
MADIGNANO;2016-10-30;2
MADIGNANO;2016-10-31;1
MADIGNANO;2016-11-01;1
MADIGNANO;2016-11-02;1
MADIGNANO;2016-11-04;2
MADIGNANO;2016-11-05;4
MADIGNANO;2016-11-06;1
MADIGNANO;2016-11-07;3
MADIGNANO;2016-11-08;2
MADIGNANO;2016-11-10;3
MADIGNANO;2016-11-11;2
MADIGNANO;2016-11-14;6
MADIGNANO;2016-11-15;2
MADIGNANO;2016-11-16;2
MADIGNANO;2016-11-17;3
MADIGNANO;2016-11-18;3
MADIGNANO;2016-11-19;2
MADIGNANO;2016-11-20;1
MADIGNANO;2016-11-21;3
MADIGNANO;2016-11-23;2
MADIGNANO;2016-11-25;1
MADIGNANO;2016-11-26;1
MADIGNANO;2016-11-28;2
MADIGNANO;2016-11-30;2
MADIGNANO;2016-12-01;2
MADIGNANO;2016-12-02;4
MADIGNANO;2016-12-03;2
MADIGNANO;2016-12-04;3
MADIGNANO;2016-12-05;1
MADIGNANO;2016-12-06;2
MADIGNANO;2016-12-10;2
MADIGNANO;2016-12-11;1
MADIGNANO;2016-12-12;2
MADIGNANO;2016-12-14;1
MADIGNANO;2016-12-16;4
MADIGNANO;2016-12-17;1
MADIGNANO;2016-12-19;3
MADIGNANO;2016-12-21;1
MADIGNANO;2016-12-22;1
MADIGNANO;2016-12-23;3
MADIGNANO;2016-12-27;1
MADIGNANO;2016-12-28;1
MADIGNANO;2016-12-29;2
MADIGNANO;2016-12-30;2
MADIGNANO;2017-01-02;2
MADIGNANO;2017-01-05;1
MADIGNANO;2017-01-06;2
MADIGNANO;2017-01-09;1
MADIGNANO;2017-01-10;2
MADIGNANO;2017-01-11;2
MADIGNANO;2017-01-12;1
MADIGNANO;2017-01-14;3
MADIGNANO;2017-01-16;1
MADIGNANO;2017-01-17;2
MADIGNANO;2017-01-18;5
MADIGNANO;2017-01-20;1
MADIGNANO;2017-01-26;1
MADIGNANO;2017-01-27;2
MADIGNANO;2017-01-28;1
MADIGNANO;2017-01-30;1
MADIGNANO;2017-01-31;3
MADIGNANO;2017-02-01;2
MADIGNANO;2017-02-02;3
MADIGNANO;2017-02-03;3
MADIGNANO;2017-02-04;3
MADIGNANO;2017-02-06;2
MADIGNANO;2017-02-07;4
MADIGNANO;2017-02-08;2
MADIGNANO;2017-02-10;1
MADIGNANO;2017-02-11;1
MADIGNANO;2017-02-13;1
MADIGNANO;2017-02-15;3
MADIGNANO;2017-02-16;1
MADIGNANO;2017-02-18;2
MADIGNANO;2017-02-19;1
MADIGNANO;2017-02-21;2
MADIGNANO;2017-02-22;1
MADIGNANO;2017-02-23;1
MADIGNANO;2017-02-24;1
MADIGNANO;2017-02-25;3
MADIGNANO;2017-02-28;2
MADIGNANO;2017-03-02;1
MADIGNANO;2017-03-03;1
MADIGNANO;2017-03-05;1
MADIGNANO;2017-03-06;2
MADIGNANO;2017-03-07;4
MADIGNANO;2017-03-08;1
MADIGNANO;2017-03-09;2
MADIGNANO;2017-03-10;2
MADIGNANO;2017-03-11;1
MADIGNANO;2017-03-14;2
MADIGNANO;2017-03-15;2
MADIGNANO;2017-03-16;1
MADIGNANO;2017-03-17;3
MADIGNANO;2017-03-19;1
MADIGNANO;2017-03-20;1
MADIGNANO;2017-03-22;2
MADIGNANO;2017-03-24;3
MADIGNANO;2017-03-27;2
MADIGNANO;2017-03-28;3
MADIGNANO;2017-03-29;3
MADIGNANO;2017-03-30;3
MADIGNANO;2017-03-31;1
MADIGNANO;2017-04-01;3
MADIGNANO;2017-04-03;3
MADIGNANO;2017-04-06;1
MADIGNANO;2017-04-07;3
MADIGNANO;2017-04-08;1
MADIGNANO;2017-04-10;6
MADIGNANO;2017-04-11;3
MADIGNANO;2017-04-12;2
MADIGNANO;2017-04-13;1
MADIGNANO;2017-04-14;2
MADIGNANO;2017-04-15;1
MADIGNANO;2017-04-17;1
MADIGNANO;2017-04-18;4
MADIGNANO;2017-04-19;2
MADIGNANO;2017-04-20;1
MADIGNANO;2017-04-21;4
MADIGNANO;2017-04-22;4
MADIGNANO;2017-04-23;1
MADIGNANO;2017-04-24;2
MADIGNANO;2017-04-26;4
MADIGNANO;2017-04-27;2
MADIGNANO;2017-04-28;2
MADIGNANO;2017-04-29;2
MADIGNANO;2017-05-02;2
MADIGNANO;2017-05-03;3
MADIGNANO;2017-05-05;4
MADIGNANO;2017-05-06;2
MADIGNANO;2017-05-07;1
MADIGNANO;2017-05-08;2
MADIGNANO;2017-05-09;6
MADIGNANO;2017-05-10;1
MADIGNANO;2017-05-12;3
MADIGNANO;2017-05-13;1
MADIGNANO;2017-05-15;1
MADIGNANO;2017-05-16;1
MADIGNANO;2017-05-18;1
MADIGNANO;2017-05-19;1
MADIGNANO;2017-05-23;5
MADIGNANO;2017-05-24;1
MADIGNANO;2017-05-25;1
MADIGNANO;2017-05-26;3
MADIGNANO;2017-05-27;4
MADIGNANO;2017-05-28;3
MADIGNANO;2017-05-29;1
MADIGNANO;2017-05-30;3
MADIGNANO;2017-05-31;3
MADIGNANO;2017-06-01;4
MADIGNANO;2017-06-05;1
MADIGNANO;2017-06-08;1
MADIGNANO;2017-06-09;2
MADIGNANO;2017-06-10;1
MADIGNANO;2017-06-11;1
MADIGNANO;2017-06-12;2
MADIGNANO;2017-06-13;3
MADIGNANO;2017-06-14;3
MADIGNANO;2017-06-16;2
MADIGNANO;2017-06-17;2
MADIGNANO;2017-06-20;5
MADIGNANO;2017-06-21;1
MADIGNANO;2017-06-23;2
MADIGNANO;2017-06-24;1
MADIGNANO;2017-06-25;1
MADIGNANO;2017-06-26;2
MADIGNANO;2017-06-27;4
MADIGNANO;2017-06-28;1
MADIGNANO;2017-06-29;1
MADIGNANO;2017-06-30;2
MADIGNANO;2017-07-01;1
MADIGNANO;2017-07-03;3
MADIGNANO;2017-07-04;4
MADIGNANO;2017-07-05;1
MADIGNANO;2017-07-06;3
MADIGNANO;2017-07-07;3
MADIGNANO;2017-07-08;3
MADIGNANO;2017-07-09;2
MADIGNANO;2017-07-10;1
MADIGNANO;2017-07-11;6
MADIGNANO;2017-07-12;2
MADIGNANO;2017-07-14;2
MADIGNANO;2017-07-15;1
MADIGNANO;2017-07-17;1
MADIGNANO;2017-07-18;3
MADIGNANO;2017-07-19;2
MADIGNANO;2017-07-20;5
MADIGNANO;2017-07-21;2
MADIGNANO;2017-07-22;3
MADIGNANO;2017-07-23;1
MADIGNANO;2017-07-25;5
MADIGNANO;2017-07-26;1
MADIGNANO;2017-07-27;2
MADIGNANO;2017-07-28;2
MADIGNANO;2017-07-29;1
MADIGNANO;2017-07-31;1
MADIGNANO;2017-08-01;4
MADIGNANO;2017-08-02;1
MADIGNANO;2017-08-03;1
MADIGNANO;2017-08-04;2
MADIGNANO;2017-08-05;1
MADIGNANO;2017-08-07;1
MADIGNANO;2017-08-08;1
MADIGNANO;2017-08-09;1
MADIGNANO;2017-08-11;1
MADIGNANO;2017-08-12;1
MADIGNANO;2017-08-16;1
MADIGNANO;2017-08-17;2
MADIGNANO;2017-08-21;4
MADIGNANO;2017-08-22;4
MADIGNANO;2017-08-23;3
MADIGNANO;2017-08-24;2
MADIGNANO;2017-08-25;5
MADIGNANO;2017-08-26;3
MADIGNANO;2017-08-28;1
MADIGNANO;2017-08-29;3
MADIGNANO;2017-08-30;1
MADIGNANO;2017-09-01;3
MADIGNANO;2017-09-02;4
MADIGNANO;2017-09-03;1
MADIGNANO;2017-09-04;2
MADIGNANO;2017-09-05;1
MADIGNANO;2017-09-06;1
MADIGNANO;2017-09-07;1
MADIGNANO;2017-09-08;4
MADIGNANO;2017-09-09;4
MADIGNANO;2017-09-10;2
MADIGNANO;2017-09-11;2
MADIGNANO;2017-09-12;6
MADIGNANO;2017-09-13;1
MADIGNANO;2017-09-14;1
MADIGNANO;2017-09-18;2
MADIGNANO;2017-09-19;5
MADIGNANO;2017-09-20;1
MADIGNANO;2017-09-22;2
MADIGNANO;2017-09-25;1
MADIGNANO;2017-09-26;3
MADIGNANO;2017-09-27;2
MADIGNANO;2017-09-28;1
MADIGNANO;2017-09-29;2
MADIGNANO;2017-09-30;2
MADIGNANO;2017-10-01;1
MADIGNANO;2017-10-03;2
MADIGNANO;2017-10-04;1
MADIGNANO;2017-10-05;1
MADIGNANO;2017-10-06;3
MADIGNANO;2017-10-07;3
MADIGNANO;2017-10-08;2
MADIGNANO;2017-10-09;3
MADIGNANO;2017-10-10;1
MADIGNANO;2017-10-11;1
MADIGNANO;2017-10-12;1
MADIGNANO;2017-10-13;2
MADIGNANO;2017-10-14;1
MADIGNANO;2017-10-15;2
MADIGNANO;2017-10-16;1
MADIGNANO;2017-10-17;4
MADIGNANO;2017-10-19;4
MADIGNANO;2017-10-20;2
MADIGNANO;2017-10-24;2
MADIGNANO;2017-10-25;3
MADIGNANO;2017-10-27;1
MADIGNANO;2017-10-28;1
MADIGNANO;2017-10-30;1
MADIGNANO;2017-10-31;1
MADIGNANO;2017-11-01;1
MADIGNANO;2017-11-02;2
MADIGNANO;2017-11-03;1
MADIGNANO;2017-11-04;5
MADIGNANO;2017-11-06;1
MADIGNANO;2017-11-07;3
MADIGNANO;2017-11-08;4
MADIGNANO;2017-11-09;2
MADIGNANO;2017-11-10;5
MADIGNANO;2017-11-11;2
MADIGNANO;2017-11-12;1
MADIGNANO;2017-11-13;2
MADIGNANO;2017-11-14;3
MADIGNANO;2017-11-15;2
MADIGNANO;2017-11-17;1
MADIGNANO;2017-11-18;2
MADIGNANO;2017-11-20;1
MADIGNANO;2017-11-21;6
MADIGNANO;2017-11-22;2
MADIGNANO;2017-11-24;2
MADIGNANO;2017-11-25;4
MADIGNANO;2017-11-27;1
MADIGNANO;2017-11-28;4
MADIGNANO;2017-11-29;1
MADIGNANO;2017-12-01;1
MADIGNANO;2017-12-02;3
MADIGNANO;2017-12-04;1
MADIGNANO;2017-12-05;2
MADIGNANO;2017-12-07;3
MADIGNANO;2017-12-08;1
MADIGNANO;2017-12-12;3
MADIGNANO;2017-12-13;2
MADIGNANO;2017-12-14;1
MADIGNANO;2017-12-15;3
MADIGNANO;2017-12-16;1
MADIGNANO;2017-12-18;1
MADIGNANO;2017-12-19;1
MADIGNANO;2017-12-20;1
MADIGNANO;2017-12-21;1
MADIGNANO;2017-12-22;1
MADIGNANO;2017-12-28;1
MADIGNANO;2018-01-02;1
MADIGNANO;2018-01-03;3
MADIGNANO;2018-01-04;1
MADIGNANO;2018-01-05;2
MADIGNANO;2018-01-06;1
MADIGNANO;2018-01-08;4
MADIGNANO;2018-01-09;2
MADIGNANO;2018-01-11;2
MADIGNANO;2018-01-13;9
MADIGNANO;2018-01-14;1
MADIGNANO;2018-01-15;2
MADIGNANO;2018-01-16;2
MADIGNANO;2018-01-17;2
MADIGNANO;2018-01-19;1
MADIGNANO;2018-01-23;2
MADIGNANO;2018-01-24;3
MADIGNANO;2018-01-27;1
MADIGNANO;2018-01-28;1
MADIGNANO;2018-01-29;1
MADIGNANO;2018-01-30;4
MADIGNANO;2018-01-31;2
MADIGNANO;2018-02-02;3
MADIGNANO;2018-02-03;4
MADIGNANO;2018-02-04;2
MADIGNANO;2018-02-05;2
MADIGNANO;2018-02-06;5
MADIGNANO;2018-02-07;2
MADIGNANO;2018-02-08;2
MADIGNANO;2018-02-10;6
MADIGNANO;2018-02-11;1
MADIGNANO;2018-02-13;2
MADIGNANO;2018-02-14;3
MADIGNANO;2018-02-17;1
MADIGNANO;2018-02-19;1
MADIGNANO;2018-02-20;1
MADIGNANO;2018-02-21;3
MADIGNANO;2018-02-22;1
MADIGNANO;2018-02-25;1
MADIGNANO;2018-02-26;1
MADIGNANO;2018-02-27;3
MADIGNANO;2018-02-28;6
MADIGNANO;2018-03-02;1
MADIGNANO;2018-03-03;1
MADIGNANO;2018-03-06;7
MADIGNANO;2018-03-07;2
MADIGNANO;2018-03-12;1
MADIGNANO;2018-03-14;1
MADIGNANO;2018-03-15;3
MADIGNANO;2018-03-19;1
MADIGNANO;2018-03-20;2
MADIGNANO;2018-03-21;5
MADIGNANO;2018-03-22;2
MADIGNANO;2018-03-23;6
MADIGNANO;2018-03-24;1
MADIGNANO;2018-03-26;1
MADIGNANO;2018-03-27;1
MADIGNANO;2018-03-29;1
MADIGNANO;2018-03-30;2
MADIGNANO;2018-04-02;2
MADIGNANO;2018-04-03;1
MADIGNANO;2018-04-04;2
MADIGNANO;2018-04-05;4
MADIGNANO;2018-04-06;2
MADIGNANO;2018-04-07;1
MADIGNANO;2018-04-09;1
MADIGNANO;2018-04-10;2
MADIGNANO;2018-04-11;1
MADIGNANO;2018-04-13;2
MADIGNANO;2018-04-14;1
MADIGNANO;2018-04-15;1
MADIGNANO;2018-04-17;2
MADIGNANO;2018-04-18;1
MADIGNANO;2018-04-19;3
MADIGNANO;2018-04-20;1
MADIGNANO;2018-04-21;1
MADIGNANO;2018-04-22;1
MADIGNANO;2018-04-23;1
MADIGNANO;2018-04-24;1
MADIGNANO;2018-04-26;5
MADIGNANO;2018-04-27;1
MADIGNANO;2018-04-30;1
MADIGNANO;2018-05-02;3
MADIGNANO;2018-05-03;1
MADIGNANO;2018-05-05;1
MADIGNANO;2018-05-08;2
MADIGNANO;2018-05-09;2
MADIGNANO;2018-05-10;2
MADIGNANO;2018-05-11;2
MADIGNANO;2018-05-12;1
MADIGNANO;2018-05-15;3
MADIGNANO;2018-05-16;1
MADIGNANO;2018-05-17;1
MADIGNANO;2018-05-18;2
MADIGNANO;2018-05-19;2
MADIGNANO;2018-05-21;1
MADIGNANO;2018-05-22;1
MADIGNANO;2018-05-23;2
MADIGNANO;2018-05-24;2
MADIGNANO;2018-05-25;1
MADIGNANO;2018-05-26;1
MADIGNANO;2018-05-27;2
MADIGNANO;2018-05-28;3
